dataset,truefam,best_1feat_auc,best_det_auc,best_apnorm,gap
MissingInformation1,local,0.927712196641956,0.78822353696674,0.4151440861857369,-0.13948865967521606
MolecularAnomalies1,global,0.714877352866025,0.8241699208661335,0.4093412349441023,0.10929256800010845
MusicGenreAnomaly,local,0.8540667808219178,0.949486301369863,0.7838959218951178,0.09541952054794522
NetworkHealthMonitor,local,0.670935,0.721934887162412,0.4549724078969887,0.050999887162412105
NeuroSignalEEG,global,0.5480637500000001,0.7621318514051034,0.3649035465692956,0.21406810140510335
OrbitalAnomalies,global,0.9604161683807702,0.9336849604706746,0.7445170258442556,-0.026731207910095534
PatientSurvival1,global,0.6960981626955789,0.8029338749717897,0.428830933136942,0.1068357122762108
PerformanceBenchmark,global,0.7492119779353822,0.797044241037376,0.6227470061953019,0.047832263101993844
PokemonBattle,local,0.6967174999999999,0.7136827673725596,0.2190516705370242,0.016965267372559767
PoliceArrestFraud,global,0.7803861788617885,0.7611687413554634,0.3477958325793686,-0.019217437506325097
PoliceForceDisturbance,local,0.6855975,0.6688019529680789,0.118530602152442,-0.0167955470319211
ProtestViolence,global,0.92819875,0.9247128766914786,0.6845528076875779,-0.003485873308521348
RacingMotion,local,0.7250075,0.9956495244945257,0.9890358912532656,0.2706420244945257
RealEstateData,global,0.5144195827725437,0.856291650546804,0.3329415512751761,0.34187206777426027
Run_or_walk_information,local,0.47137750000000006,0.7933138507607037,0.547177955116544,0.32193635076070365
SalesPerformance,global,0.7708645521145521,0.8235964043847567,0.3528135264924955,0.052731852270204604
ScientificMeasurement,local,0.6174225836721926,0.8912280701754386,0.8206987169140457,0.273805486503246
SensorAnomaly,local,0.5636862499999999,0.5791228568722174,0.1913969869424984,0.015436606872217484
ShuttleOperations,local,0.8321325,0.9825067281814687,0.8538137003728311,0.15037422818146862
SolarFlare,global,0.7077962499999999,0.7736734574258751,0.3707216270151467,0.06587720742587522
SpatialAnomalies,local,0.6338502935420744,0.755235792947316,0.4086294050376517,0.12138549940524157
SpeechAnalysis,global,0.9288475,0.8874928356748445,0.5259160800547172,-0.041354664325155555
SpotifyHitPredictor,global,0.707962890625,0.7666439580186211,0.4339622730456987,0.05868106739362111
SyntheticNumericalBatch,local,0.6301425489102765,0.6719304426748396,0.2147242390123592,0.041787893764563044
SystemFailureCases,local,0.7526665057915057,0.7970308676830417,0.3566940899797248,0.04436436189153592
SystemPerformance2,local,0.9195312500000001,0.8495916648355673,0.6498214143428721,-0.06993958516443288
TBAnomalyDetection,global,0.6545025000000001,0.7234792482484882,0.3084061742236104,0.0689767482484881
TrafficSensor,local,0.945265,0.9164354890644738,0.7170575708672576,-0.028829510935526215
TreadmillStatus,local,0.6624725,0.8932108815193182,0.5395186960227925,0.23073838151931814
TrialBehavior,global,0.59149625,0.652756102799055,0.1052307877951801,0.0612598527990551
UrlAnalysis,global,0.8597680817610063,0.8573561037318154,0.4959898963089522,-0.0024119780291909088
UserEventAnomalies,global,0.885,0.9935413969719143,0.8306423531709236,0.10854139697191434
UserTrackingAnomalies,local,0.5302997705106139,0.7841395817586294,0.4206315807843135,0.25383981124801547
ViralProteinFunction,global,0.6362075,0.6825787572038579,0.3301278156478638,0.04637125720385782
VoteOutcome,local,0.89448125,0.9547669224395693,0.6686865569158238,0.06028567243956928
WaterChemistry,local,0.8777824999999999,0.9128862706594666,0.6942669816216918,0.03510377065946668
WaterMeterAnomaly,local,0.79053,0.9972754137115839,0.9733638018750286,0.20674541371158395
WebTrafficError,global,0.94778875,0.8326256192498231,0.291586264441901,-0.11516313075017681
WellMetrics,local,0.9011627906976745,0.9006890611541772,0.6119285013511221,-0.0004737295434972255
XSSDetection,global,0.918075,0.8203288257336951,0.4094323988516764,-0.09774617426630483
ZookeeperLogs,local,0.48781375000000005,0.8406471306471306,0.3069014607855714,0.35283338064713055
ailerons,global,0.7917574999999999,0.7485590391858629,0.3409301474075655,-0.04319846081413703
madeline,local,0.5845494195579458,0.6598653807514566,0.1529600178484028,0.0753159611935108
mozilla4,local,0.7607075000000001,0.8152122557090701,0.5671808273798685,0.054504755709069985
ozone-level-8hr,local,0.6677500000000002,0.6003378197938364,0.1576903594414087,-0.0674121802061638
philippine,global,0.7149700342465752,0.6849874076166267,0.2361189933632149,-0.02998262662994855
students_dropout_and_academic_success,local,0.7992625304559694,0.7560460081468485,0.3484434368652399,-0.043216522309120875
