dataset,truefam,reg_random,reg_best_fixed,reg_iforest_random,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits,reg_beta1,reg_betaext,reg_matched
BuildingInspections,global,0.23355963979291147,0.23355963979291147,0.05421365516835569,0.035231555063381825,0.035231555063381825,0.06528757799362661,0.06528757799362661,0.06528757799362661,0.1575590200450385,0.1917783571609876,0.1917783571609876
BusTracking,local,0.5617931831570097,0.5617931831570097,0.7095739366552082,0.6356445848665647,0.0,0.7162217176889523,0.7162217176889523,0.7162217176889523,0.0,0.7162217176889523,0.0
BusinessAnomalies,local,0.10421428474727801,0.10421428474727801,0.04003358364133319,0.0,0.028109929221333985,0.028109929221333985,0.028109929221333985,0.028109929221333985,0.09679791410246397,0.0,0.0
BusinessProcessFraud,global,0.4814175080772782,0.4814175080772782,0.6556404178593395,0.6561471523261628,0.64480803115073,0.64480803115073,0.64480803115073,0.5401975812671229,0.0,0.6561471523261628,0.6561471523261628
CardiacHealth,local,0.646113720209573,0.646113720209573,0.7379976117895733,0.0013383426064779158,0.0013383426064779158,0.737259909178692,0.737259909178692,0.737259909178692,0.0,0.0013383426064779158,0.0
CelestialObjects2,global,0.12825386718662735,0.12825386718662735,0.033771421662689705,0.10014657382010586,0.10014657382010586,0.0284212672283507,0.0284212672283507,0.0284212672283507,0.04785859100499301,0.0284212672283507,0.0284212672283507
CityTreeCondition,local,0.16324247118019775,0.16324247118019775,0.11708501410283617,0.10716864822488818,0.10716864822488818,0.10716864822488818,0.10716864822488818,0.10716864822488818,0.0,0.0,0.0
CodeSmell,global,0.12043628174868193,0.12043628174868193,0.09686379468440831,0.08857785100304372,0.08857785100304372,0.10298143493428603,0.10298143493428603,0.10298143493428603,0.08857785100304372,0.08857785100304372,0.08857785100304372
CodeStrata,local,0.1953420646834347,0.1953420646834347,0.16312902282548403,0.16677536573823404,0.16349828782361114,0.16677536573823404,0.16677536573823404,0.16677536573823404,0.0,0.16677536573823404,0.16677536573823404
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),local,0.21046562920516634,0.21046562920516634,0.2400709756419766,0.24848989340065356,0.24848989340065356,0.24019974998970978,0.24019974998970978,0.24019974998970978,0.1444951407108077,0.1444951407108077,0.1444951407108077
CropWeedDetection,local,0.11375035815585896,0.11375035815585896,0.1418410572927768,0.008487291083540821,0.09344282702521939,0.13692327676995794,0.13692327676995794,0.10420415056883457,0.02999263790315357,0.008487291083540821,0.008487291083540821
CryptojackingSystem,local,0.25212798749074716,0.25212798749074716,0.2896946424162383,0.2926260110851077,0.2926260110851077,0.2926260110851077,0.2926260110851077,0.2926260110851077,0.02432260579703266,0.2926260110851077,0.02432260579703266
CustomerChurn2,local,0.16116085130833574,0.16116085130833574,0.09892320275941005,0.10003782558034055,0.34322117722842854,0.11172707476440119,0.11172707476440119,0.11172707476440119,0.20396717668658118,0.10003782558034055,0.20396717668658118
DiabetesMetrics,global,0.15908561273084007,0.15908561273084007,0.025810201287283063,0.0004531637625077023,0.029979683520415468,0.0004531637625077023,0.0004531637625077023,0.0004531637625077023,0.26929590716517754,0.08456165511782071,0.08456165511782071
DiamondClarity,local,0.6747669912884396,0.6747669912884396,0.708399558366945,0.6935699049839164,0.7916290466621724,0.6935699049839164,0.6935699049839164,0.6935699049839164,0.0,0.6935699049839164,0.0
DragonFlySystem,global,0.22706681176034232,0.22706681176034232,0.1159491767401461,0.3129515921341737,0.3129515921341737,0.11361913870343704,0.11361913870343704,0.11361913870343704,0.3129515921341737,0.3129515921341737,0.3129515921341737
EEGEyeState,local,0.5055842195570264,0.5055842195570264,0.6164577802470869,0.24522543658254176,0.24522543658254176,0.6135419387034539,0.6135419387034539,0.6135419387034539,0.0,0.0,0.0
ElectronicCommerceAnomalies,local,0.29304197293014583,0.29304197293014583,0.331161140619306,0.3294730914123331,0.2824837830681682,0.3280664355619401,0.3280664355619401,0.3280664355619401,0.0,0.2681808663902381,0.0
EmailSpamDetection,global,0.3346569885607227,0.3346569885607227,0.2323070598853726,0.0,0.0,0.23842093435818085,0.23842093435818085,0.23842093435818085,0.4006626977316641,0.4006626977316641,0.4006626977316641
EmployeePerformance,global,0.17683621988919543,0.17683621988919543,0.1888284161934204,0.03351757580485004,0.03351757580485004,0.17758045060838404,0.17758045060838404,0.17758045060838404,0.03351757580485004,0.18555812822724294,0.18555812822724294
EnvironmentalConcernSurvey,global,0.17196967864680363,0.17196967864680363,0.14397065524161295,0.04883973059594038,0.04883973059594038,0.13735340491936615,0.13735340491936615,0.14068613423810272,0.04883973059594038,0.028018511558195597,0.028018511558195597
FakeNewsPropagation,global,0.10729647774590328,0.10729647774590328,0.02585072927724097,0.01801351917265448,0.02541371204606302,0.01801351917265448,0.01801351917265448,0.01801351917265448,0.02541371204606302,0.02541371204606302,0.02541371204606302
FinancialTransaction4,local,0.11307842711063806,0.11307842711063806,0.12377119810463118,0.05320445624242082,0.05320445624242082,0.12209574554005034,0.12209574554005034,0.12209574554005034,0.06159198549687267,0.05320445624242082,0.06159198549687267
FishingAnomalies,local,0.11314042422534575,0.11314042422534575,0.16756370160641496,0.002867305642542145,0.002867305642542145,0.17047411256537287,0.17047411256537287,0.03556258717148267,0.13677150696347212,0.002867305642542145,0.13677150696347212
FootballEfficiency,local,0.11163280324595021,0.11163280324595021,0.13588445144544192,0.11188276036740752,0.11188276036740752,0.14928705975983272,0.14928705975983272,0.14928705975983272,0.13486870685831576,0.18626705115692552,0.18626705115692552
FraudEventLog,global,0.34462728963338074,0.34462728963338074,0.31968072359874566,0.2789931745404999,0.31067131822609306,0.32074254008285774,0.32074254008285774,0.32074254008285774,0.2789931745404999,0.2789931745404999,0.2789931745404999
GPUPowerProfile,local,0.1778111550315842,0.1778111550315842,0.12149474462880136,0.09608802901163835,0.0763103750178126,0.09604172000379244,0.09604172000379244,0.13482546081745195,0.017333434249784563,0.09608802901163835,0.017333434249784563
GPUResourceUsage,local,0.26286768109844144,0.26286768109844144,0.2763574661048249,0.262767514716712,0.2819853488838062,0.2819853488838062,0.2819853488838062,0.2819853488838062,0.19155553483604437,0.2819853488838062,0.2819853488838062
GamingBehavior,local,0.3608872738777691,0.3608872738777691,0.38300799626423976,0.3845362034344265,0.3845362034344265,0.3845362034344265,0.3845362034344265,0.3845362034344265,0.35528330670792146,0.409611196908275,0.409611196908275
GeneticAnalysis,global,0.1020335981308209,0.1020335981308209,0.11295036525631347,0.12395204944622787,0.12395204944622787,0.10975860236746286,0.10975860236746286,0.1382595377138216,0.0916140562179115,0.10975860236746286,0.0916140562179115
GesturePhaseSegmentationProcessed,local,0.38883967828791155,0.38883967828791155,0.44327578926826433,0.44868892988493014,0.4536850715571899,0.4452695845420102,0.4452695845420102,0.4452695845420102,0.000192220444131197,0.000192220444131197,0.000192220444131197
GlobalTerrorismAttack,global,0.12824080165593374,0.12824080165593374,0.1455382371411994,0.16332748186069468,0.16332748186069468,0.1426342675829762,0.1426342675829762,0.16104019425538674,0.16332748186069468,0.16332748186069468,0.16332748186069468
GroceryErrorDept,global,0.10439145442636816,0.10439145442636816,0.036592220602108094,0.04475822774990734,0.04475822774990734,0.03747911728358855,0.03747911728358855,0.07685908032960631,0.05687354648378656,0.03817708975912082,0.03817708975912082
HeadingDetection,local,0.0691988409226234,0.0691988409226234,0.08609295337921884,0.12141349375310509,0.12141349375310509,0.07992469692523345,0.0842714206485791,0.0842714206485791,0.12141349375310509,0.0842714206485791,0.0842714206485791
HeatVulnerability,global,0.38052275445025874,0.38052275445025874,0.31803823400442977,0.39664418160790904,0.41120702517533075,0.3007471457971824,0.3007471457971824,0.3007471457971824,0.41120702517533075,0.41120702517533075,0.41120702517533075
HomicideCircumstance,local,0.1024710471997971,0.1024710471997971,0.06619528114820251,0.08853941046058832,0.08853941046058832,0.05519157253520772,0.05519157253520772,0.0,0.08853941046058832,0.08853941046058832,0.08853941046058832
HospitalReadmissions,local,0.12552892379717917,0.12552892379717917,0.21064343188342463,0.22553892864785963,0.22553892864785963,0.20787835920784123,0.023834791136888828,0.021894245356062825,0.22553892864785963,0.19048822446665264,0.22553892864785963
HumanRobotCollaboration,global,0.2122419413918033,0.2122419413918033,0.2471547570600544,0.22443542304716557,0.22443542304716557,0.2260774515786795,0.19775943747918728,0.2260774515786795,0.17762322925912943,0.17762322925912943,0.17762322925912943
ImageSegmentation,local,0.15025487661503079,0.15025487661503079,0.207285061300995,0.20564574737337854,0.20564574737337854,0.20728892318939945,0.20728892318939945,0.20728892318939945,0.25751774053158705,0.208920513340207,0.208920513340207
