corpus,dataset,m_sil_tr,m_gmm_tr,m_sil_val,marg,marg_rel,iso,inter,best_local,best_global,glob_adv
ovrbench,DiabetesMetrics,0.21480456244373405,0.11930980614217454,0.5788480061706781,2.272562768752032,1.372323843401189,1.3389673701940672,0.275,0.1346788610130969,0.3328461307286002,0.1981672697155033
oddbench,DiamondClarity,0.3112093871874259,0.3984483992395508,0.2984095960850001,1.6044440394773032,1.2290257043110935,0.9425175401274067,0.8875,0.7591846794576541,0.1939556173018034,-0.5652290621558507
oddbench,DragonFlySystem,0.5486596944465411,1.5661072341634805,0.712390632592922,0.591330924095638,0.5821529739311319,0.49923183553581946,0.96,0.1807624409304884,0.4182385497903992,0.2374761088599108
ovrbench,EEGEyeState,0.9871719972891828,0.6122857138767482,0.9830770490069722,0.9093911843056233,1.1307830855698233,1.2758228184951017,0.9125,0.6864206121112718,0.0817462949512155,-0.6046743171600563
ovrbench,ElectronicCommerceAnomalies,0.848967249257324,0.1455563574976368,0.4745631571099996,2.681373343728965,1.0939980515909267,1.009935245368087,0.32967032967032966,0.2744704381835153,-0.0503492720677941,-0.3248197102513094
oddbench,EmailSpamDetection,0.45679768993093606,0.18453679024687816,0.5128480132860944,6.273893260050908,3.000563120676032,2.265780161193343,0.05,0.1989373001683468,0.5135206533582451,0.3145833531898984
ovrbench,EmployeePerformance,0.2981323517468182,0.09376215066110777,0.309690864381512,1.4249425497026909,1.0236522595431135,0.9832135104589993,0.8225,0.2718510726849729,0.305368648489823,0.0335175758048501
oddbench,EnvironmentalConcernSurvey,0.4967671494632145,0.7775133871908826,0.467054850672205,1.860549134184892,1.4975391254726147,1.4816096438536153,0.595,0.0312701698731548,0.2511238871553973,0.2198537172822425
ovrbench,FakeNewsPropagation,0.8130142813106842,0.6618064229398777,0.7502240169929167,1.7794478223465147,1.4304591892876783,2.6885941026232114,0.5525,0.2872125190021219,0.3128353381303876,0.025622819128265695
ovrbench,FinancialTransaction4,0.373294556787111,0.5389312987790785,0.3695664583896973,1.438643555768839,0.9999999993049007,1.1775915952563056,0.825,0.189257202423112,0.1097466546795199,-0.0795105477435921
oddbench,FishingAnomalies,0.43494266685191235,0.08877364646123424,0.5148097172092128,1.8369431224345885,1.5609075071151302,1.908662968832076,0.9925,0.1794484122681113,0.0695929375000658,-0.10985547476804551
ovrbench,FootballEfficiency,0.13092680019109687,0.19366321897305924,0.1343450767263304,1.9846696045731977,1.3179844713879463,1.3988609168734285,0.5175,0.3945075312506577,0.3289761052412941,-0.06553142600936357
oddbench,FraudEventLog,0.40753739720785004,0.25922794672988053,0.4199835016105845,1.2497298713979756,1.3930776151496362,1.4007515802359987,0.9481481481481482,0.3835743328209931,0.5055445544511392,0.12197022163014609
oddbench,GPUPowerProfile,0.6728562517314082,0.7936727914445975,0.6406736219444475,1.2278012286714723,1.074537498100049,2.5331065838943063,0.9,0.2594787922061116,0.1024832476394714,-0.15699554456664017
oddbench,GPUResourceUsage,0.9428461463319716,1.6952360345853632,0.8483937919398132,0.4688621768519008,1.0014178040383124,2.1374548123426025,0.9975,0.2684523498226662,0.2027194220939093,-0.06573292772875688
ovrbench,GamingBehavior,0.5840871142757355,0.2846625853951889,0.5394051777834892,3.9448619620949517,2.398196906144787,2.463635420865249,0.095,0.7209634055861299,0.2817409015629757,-0.4392225040231542
