corpus,dataset,d,m_gmm,m_sil,m_bc,local_ev,best_local,best_global,mean_local,mean_global,best_overall,reg_em,reg_beta1,reg_betaext,reg_matched,reg_random,truefam
ucr,001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,28,0.29197036000811255,0.43317833178917275,0.3502918923965573,-0.04691683569979721,0.466404452783983,0.15952540616402075,0.37964108125741464,0.036108653396963744,0.466404452783983,0.4067280482608891,0.015442679670940374,0.06653040670190391,0.015442679670940374,0.2624017577269866,local
ucr,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.txt,28,0.0,0.2869599346336399,0.41309742706651015,-0.025368421052631374,0.4115399790832033,0.6431805506995723,0.27003236134917663,0.6077428445740655,0.6851320546547249,0.3332112573383456,0.5638151972337652,0.5638151972337652,0.5638151972337652,0.23050104764128182,global
ucr,013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.txt,28,0.30446679281474603,0.4919343678167854,0.3772414390694551,0.00189701897018979,0.38238369716887327,0.10396587299214637,0.19805486817713902,0.07273553378495295,0.38238369716887327,0.0,0.2977447245311257,0.0,0.2977447245311257,0.2502919635735468,local
ucr,014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.txt,28,0.34179010984568586,0.5003931886775079,0.3982880431767984,-0.009661246612466146,0.5093995085592248,0.09963607877630982,0.2968250170870669,0.05468935507160311,0.5093995085592248,0.06338299036319966,0.3139639106073845,0.3139639106073845,0.3139639106073845,0.3249197253742604,local
ucr,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,28,0.15663288267076816,0.4150486423645973,0.3936926635837839,-0.04517482517482507,0.16433029297959106,-0.021692061300039103,0.057712496521196484,-0.028870504237482244,0.16433029297959106,0.16927207466298588,0.03266657270795861,0.16927207466298588,0.03266657270795861,0.14854933420851418,local
ucr,026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.txt,28,0.08651446219444012,0.3211591362546235,0.4346403080938372,-0.01581460674157309,0.5622231308553199,0.16842422360638065,0.32733367676812564,0.12155208698471132,0.5622231308553199,0.0027030839589154976,0.0,0.0,0.0,0.330663027984859,local
ucr,035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt,28,0.08718605469953528,0.361309953078559,0.4808606759399277,-0.002356321839080411,0.1655804781209734,0.07631073874718666,0.05913827106073577,0.04184867143093474,0.1655804781209734,0.05705867442221722,0.05705867442221722,0.05705867442221722,0.05705867442221722,0.11460042615664946,local
ucr,036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt,28,0.07707022167619017,0.340648870805144,0.4845808675253225,-0.009137931034482794,-0.010952737795487,0.11738332177974072,-0.020088379866196725,0.0538272859301316,0.11738332177974072,0.142010194042256,0.142010194042256,0.142010194042256,0.142010194042256,0.10646287338460733,global
ucr,043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.txt,28,0.11375432432893572,0.40547010729918026,0.39910440591713175,-0.03935215946843873,0.28945982435651446,0.06424321181519665,0.2428041417958139,0.03576907409970344,0.28945982435651446,0.22066350855866246,0.1669942849851091,0.0,0.1669942849851091,0.15005481375362495,local
ucr,052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.txt,28,0.45763907031695217,0.49000286697706885,0.35530465808263717,0.013259259259259193,0.6464118621021954,0.0594773019920043,0.22078192639671526,0.04063036256833233,0.6464118621021954,0.5665487677975828,0.0,0.4166566622491763,0.0,0.5146004702174005,local
ucr,058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,28,0.4025866455226206,0.5740367120417778,0.5221187214901191,-0.02803157894736852,0.5243697886863794,0.13472397781023795,0.21167738175516684,0.051792813285566106,0.5243697886863794,0.14519920246548318,0.0,0.14519920246548318,0.0,0.39984642329168624,local
ucr,059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,28,0.32672957422243537,0.47721961282282377,0.3619817876818309,-0.018519269776876346,0.19298164641494722,0.012180276953045925,0.12359322821820631,0.006783567378710738,0.19298164641494722,0.0,0.0,0.0,0.0,0.13003087480857073,local
ucr,060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,28,0.3648690669869915,0.4657666663294705,0.39124173154673136,-0.012819472616632743,0.23601303604501322,0.0003891901768452758,0.15875775044788554,-0.0016654421635171185,0.23601303604501322,0.020189765169289414,0.041419979264898266,0.020189765169289414,0.041419979264898266,0.15929768145282713,local
ucr,062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,28,0.272023189950672,0.4052937106229124,0.36896514024269095,-0.0012778904665315949,0.19806879213411657,0.022567339488109652,0.11136502374217296,0.0171725078613561,0.19806879213411657,0.018356026470550513,0.03261889970697074,0.018356026470550513,0.03261889970697074,0.12789642632177192,local
ucr,063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,28,0.24833737266129008,0.3961018070086794,0.3844035523921361,-0.006835699797160144,0.26399410423477454,0.011556428475625385,0.1489202389479685,0.007362606075098295,0.26399410423477454,0.0,0.09466960523671408,0.0,0.09466960523671408,0.1854761722412805,local
ucr,072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,28,0.41310604785724725,0.5214545768739766,0.4459360895385278,0.0008386411889598211,0.2464746936071849,0.1125856836283063,0.10932633379265667,0.07928442802069319,0.2464746936071849,0.08763673467444136,0.128770274835027,0.128770274835027,0.128770274835027,0.15656257106736599,local
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,28,0.2214017399717231,0.3728255250095698,0.35662032207789185,-0.004361054766734318,0.20888700512737815,0.028783517120890962,0.08547423294675072,0.005080947075371645,0.20888700512737815,0.026453047640444455,0.026453047640444455,0.026453047640444455,0.026453047640444455,0.16426889848327683,local
ucr,078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,28,0.19330599694630476,0.3534687368232865,0.36447822874526653,-0.00949290060851915,0.607680070074375,0.18621139007078255,0.41883435064207214,0.1568599706982233,0.607680070074375,0.036937847053865824,0.0797010310607319,0.0,0.0797010310607319,0.30029795743990595,local
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,28,0.20437726144634621,0.36268597942109815,0.33067085491039055,-0.016825557809330594,0.20837976367897773,0.04088744821512496,0.13204198085206226,0.006033389020883772,0.20837976367897773,0.03909690711890601,0.0192274378827913,0.0,0.0192274378827913,0.14090167707107687,local
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,28,0.19026510830188084,0.3343839726845531,0.35805976359974556,-0.006490872210953347,0.17713341800499538,0.008600056661187825,0.05320703578313897,0.004833150330087819,0.17713341800499538,0.10826734567534654,0.0,0.10826734567534654,0.0,0.14874592666519829,local
ucr,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,28,0.33258375866617435,0.41735585212255366,0.41322082610985594,-0.051825557809330736,0.4702697614072504,0.09396769715981733,0.37333249771156185,0.03342364996314487,0.4702697614072504,0.4102411456841805,0.0,0.06805046901450201,0.0,0.270659845067757,local
ucr,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,28,0.3659773722901781,0.5133506533565078,0.46865113333940217,0.0038461538461538325,0.6288857325695404,0.0023908233507544028,0.2769472609132986,-0.002383238709417956,0.6288857325695404,0.6277044539838548,0.0,0.6314189500160152,0.0,0.49700708004569316,local
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,28,0.0794670622491665,0.3116671108850365,0.4690901046438052,-0.00584269662921344,0.6690058861813877,0.36393676909175315,0.527275377234369,0.28400785810662993,0.6690058861813877,0.0,0.005031316853980727,0.005031316853980727,0.005031316853980727,0.24201083850954136,local
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,28,0.12427694995002248,0.36573836368051166,0.3894547342600329,-0.047242524916943585,0.3252564321424243,0.20111645755540122,0.27708921835458883,0.07976582759158832,0.3252564321424243,0.21285688851876466,0.24158036568862884,0.21457968539009575,0.24158036568862884,0.14876389340780374,local
ucr,103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,28,0.44099298070548604,0.4884864180163506,0.4400141193953659,-0.0012592592592594043,0.7948778367060924,0.11017878352794808,0.32751058054285487,0.05432202887017465,0.7948778367060924,0.40040103071255057,0.0,0.40040103071255057,0.0,0.6042871777873908,local
ucr,106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,28,0.4225282533676478,0.4364995631663109,0.4885813275419617,-0.007565922920892421,0.3296756111952055,0.07177971604401119,0.2036012548278279,0.03758430366770115,0.3296756111952055,0.0022703518348097806,0.0,0.06000395153730553,0.0,0.206729021313678,local
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,28,0.009823011956939673,0.3041396555001621,0.4470997261429162,-0.07550420168067218,0.005964216325183263,0.1693047868112927,-7.297204731531314e-05,0.09819309205854687,0.1693047868112927,0.16782668589630195,0.17110425742721508,0.17110425742721508,0.17110425742721508,0.12398422224590677,global
ucr,117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,28,0.0,0.294215724522008,0.41875640078401716,-0.021605263157894794,0.6147548979567047,0.6836702952491452,0.5029748243100689,0.6583993806688737,0.7514034728250514,0.1366485748683467,0.3724978184271536,0.3724978184271536,0.3724978184271536,0.15751649781326316,global
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100.txt,28,0.3901194697839662,0.5213291047454344,0.404281081611175,-0.006775067750677599,0.4000459854777833,0.13743554976972344,0.23860802711611975,0.11052022030772385,0.4000459854777833,0.0,0.34190113297757513,0.0,0.34190113297757513,0.22483865235024802,local
ucr,122_UCR_Anomaly_ECG3_8000_17000_17100.txt,28,0.3901194697839662,0.5213291047454344,0.404281081611175,-0.006856368563685655,0.4469048186775626,0.051125144388820466,0.2832045791549089,0.030793694528686855,0.4469048186775626,0.0,0.2281313281450876,0.0,0.2281313281450876,0.2833542979837571,local
ucr,151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.txt,28,0.11822806128371044,0.41734329040488105,0.35766446235344934,-0.04136212624584712,0.3159534338029631,0.07662124925517166,0.25342116326457725,0.044092736595171496,0.3159534338029631,0.22889599528668092,0.24019227851331443,0.0056507152990810106,0.24019227851331443,0.16591826632825485,local
ucr,157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.txt,28,0.4522826592706089,0.482408464846032,0.4186623898027865,0.0036111111111110095,0.3938100397255327,0.18746015805327443,0.1081976076939411,0.0727407896737902,0.3938100397255327,0.22371228146246339,0.07895067888210955,0.3293203016773818,0.07895067888210955,0.30829136725019696,local
ucr,160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,28,0.4541041430497729,0.4853393021560066,0.4156134519125017,0.005240740740740657,0.8670629076277777,0.10978099379472366,0.30540107160901253,0.06006899952804044,0.8670629076277777,0.7779518667334727,0.0,0.48348133496621026,0.0,0.6865705325857004,local
ucr,166_UCR_Anomaly_apneaecg_10000_12240_12308.txt,28,0.45567630352978694,0.5881344439225771,0.5550728103966448,-0.03059473684210523,0.4411418206715658,0.06269765014169869,0.20551650685095665,0.020702110306977033,0.4411418206715658,0.0,0.10998871740444893,0.0,0.10998871740444893,0.33260606723080655,local
ucr,167_UCR_Anomaly_gait1_20000_38500_38800.txt,28,0.5970627063017554,0.5485236683440948,0.4134070878119958,-0.008448275862068866,0.3692434666344599,0.03440303356675211,0.2083108487603672,0.014542502361541016,0.3692434666344599,0.11420975710777415,0.0,0.11420975710777415,0.0,0.25979980450140555,local
ucr,168_UCR_Anomaly_gait2_22000_46500_46800.txt,28,0.5351854119448525,0.55331799751765,0.3664857442736438,-0.016526369168356925,0.35892093836566447,0.020105763840712235,0.2047315135748683,0.0068005306784918,0.35892093836566447,0.11877998633317391,0.03761675149796795,0.11877998633317391,0.03761675149796795,0.2545161537011995,local
