corpus,dataset,d,m_gmm,m_sil,m_bc,local_ev,best_local,best_global,mean_local,mean_global,best_overall,reg_em,reg_beta1,reg_betaext,reg_matched,reg_random,truefam
ucr,170_UCR_Anomaly_gaitHunt1_18500_33070_33180.txt,28,0.40067619057885656,0.4451894966278545,0.3735784346013315,-0.010324543610547576,0.4887220788501559,0.10044524933949099,0.2475617745302023,0.08923740612130632,0.4887220788501559,0.03417394775865562,0.009516537380635681,0.03417394775865562,0.009516537380635681,0.308439948178196,local
ucr,171_UCR_Anomaly_gaitHunt2_18500_31200_31850.txt,28,0.4155707446047859,0.45475049502102777,0.35219433013537715,-0.0072718052738337535,0.5610041778884148,0.12476478830263867,0.29717361549653926,0.09316947635802475,0.5610041778884148,0.13256544638977863,0.03727197390592729,0.13256544638977863,0.03727197390592729,0.3594558375840298,local
ucr,181_UCR_Anomaly_park3m_60000_72150_72495.txt,28,0.4185613481358907,0.46955440986216873,0.33747128093170703,-0.00012170385395537942,0.4281159746082448,0.11090708045631337,0.21274224821924392,0.06682796170420875,0.4281159746082448,0.07944798936474168,0.07253835334956232,0.07944798936474168,0.07253835334956232,0.2882510476903763,local
ucr,197_UCR_Anomaly_tiltAPB1_100000_114283_114350.txt,28,0.2894577375669622,0.3791673055963687,0.3994461249376871,0.00011156186612581998,0.22829148358030749,0.04809805012669472,0.0732423384394879,0.02304747435659953,0.22829148358030749,0.03270859410208038,0.03667512296583997,0.03667512296583997,0.03667512296583997,0.1818020877473981,local
ucr,207_UCR_Anomaly_CHARISten_3165_26929_26989.txt,28,0.08308798060685339,0.2551609097239145,0.41477977977406905,-0.017123217922606848,0.2323313396168398,0.13823344366717338,0.18729392213524756,0.06985014743927374,0.2323313396168398,0.01579307950014583,0.027861725276998678,0.01899694173832933,0.027861725276998678,0.11232532500593255,local
ucr,221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.txt,28,0.2998714637076661,0.5916336211392756,0.4900155616058343,-0.009350912778904652,0.2500615399045571,0.188643291614223,0.12258215816562724,0.12256968228816972,0.2500615399045571,0.09839941946297787,0.06446769615282813,0.09839941946297787,0.06446769615282813,0.13013444818880546,local
ucr,223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.txt,28,0.3688930678672718,0.569577176749989,0.29809171372513144,-0.025035496957403702,0.3040974087807981,0.7853343615960388,0.15455574580140893,0.23883734447662036,0.7853343615960388,0.6652528163362235,0.5555336841155842,0.6652528163362235,0.5555336841155842,0.6051105250135633,global
tsbad_u,228_MGAB_id_4_Synthetic_tr_25000_1st_38948.csv,28,0.16802615451539002,0.2653567385177255,0.34774771936255516,0.000881104033970237,0.2421350378744648,0.02937200887458739,0.07149282828131923,0.021962491778466004,0.2421350378744648,0.18001536972674329,0.0,0.18001536972674329,0.0,0.19749759414862245,local
tsbad_u,229_MGAB_id_5_Synthetic_tr_25000_1st_33098.csv,28,0.12386313327032061,0.2905128778205079,0.3964478007530085,-0.014533195020746903,0.22541210667078074,0.007806431556090417,0.05880442169390285,0.00366161357771851,0.22541210667078074,0.16249727304305506,0.0,0.16249727304305506,0.0,0.19545322838941612,local
tsbad_u,230_MGAB_id_6_Synthetic_tr_25000_1st_42441.csv,28,0.12270743338600837,0.28163798113890615,0.3504851219925486,-6.396588486157206e-05,0.382713870063261,0.03403716574063709,0.0801935365470738,0.01326622752292802,0.382713870063261,0.3196109500329038,0.0,0.3196109500329038,0.0,0.3402249519474245,local
ucr,244_UCR_Anomaly_tilt12754table_100013_104630_104890.txt,28,0.19562395750807587,0.3873533641314383,0.35508476953571616,-0.03466531440162268,0.18864717305194248,0.19484699455270948,0.08164304485190636,0.05833445484018672,0.19484699455270948,0.15812457984989392,0.10573333684188335,0.10573333684188335,0.10573333684188335,0.12874054399223656,global
ucr,248_UCR_Anomaly_weallwalk_2000_4702_4707.txt,28,0.2714226453323017,0.47641115920873234,0.334292231522729,-0.012474747474747416,0.5443000725150229,0.1544578073258217,0.13569360323800603,0.057666006266504165,0.5443000725150229,0.49007198170144306,0.0,0.0,0.0,0.4492143674173411,local
tsbad_u,302_Power_id_1_Facility_tr_7685_1st_7785.csv,28,0.3099164642539624,0.4958830198925655,0.3816184098615678,-0.02098930481283412,0.02453472525925601,0.1878118029858441,-0.04547831913371465,0.17093460741120833,0.1878118029858441,0.07671284022795131,0.19983694953232117,0.19983694953232117,0.19983694953232117,0.13015835880772902,global
tsbad_u,314_UCR_id_12_HumanActivity_tr_16250_1st_38500.csv,28,0.3301653676445309,0.474255708814127,0.35596594902973155,-0.019016227180527423,0.18545830465145216,0.013981253326114178,0.1316920195043325,0.007340024581296695,0.18545830465145216,0.0,0.0,0.0,0.0,0.1181589418460941,local
tsbad_u,345_UCR_id_43_Facility_tr_25000_1st_44630.csv,28,0.38182680922441065,0.38332033848288366,0.4082669679692164,-0.0070689655172414545,0.010475573335537912,0.10962030638332572,-0.0028634954746872628,0.0111671286076379,0.10962030638332572,0.11479338855949241,0.09914473304778781,0.10195523668431819,0.09914473304778781,0.10619761780576548,global
tsbad_u,368_UCR_id_66_Facility_tr_50000_1st_125720.csv,28,0.23033829884711404,0.5663102723556874,0.4095479161176074,-0.01573022312373229,0.38632805376754115,0.19619301556552368,0.14924930375638076,0.058036902365660024,0.38632805376754115,0.23003455419717347,0.0,0.23003455419717347,0.0,0.2798109327670774,local
tsbad_u,381_UCR_id_79_HumanActivity_tr_16000_1st_31200.csv,28,0.44044798609290825,0.43499502160130227,0.4969683382912214,-0.007342799188641003,0.32460285017221874,0.06384796060980229,0.19731563728294937,0.033719866561183094,0.32460285017221874,0.0,0.0609851140861708,0.0,0.0609851140861708,0.20451849756749918,local
tsbad_u,430_UCR_id_128_HumanActivity_tr_12500_1st_46500.csv,28,0.379379246105961,0.49210266529639457,0.3484936138350947,-0.01139784946236555,0.20949510281046527,0.010521160316630293,0.15023075780609954,0.005783597721277849,0.20949510281046527,0.009094265277142854,0.07094810974570695,0.009094265277142854,0.07094810974570695,0.13051994777999482,local
tsbad_u,433_UCR_id_131_Facility_tr_50000_1st_106720.csv,28,0.31072674380868354,0.5833362017083537,0.5160910599779976,0.0010141987829614951,0.25223672936794994,0.06529955852613455,0.12710854274220518,0.033879954121333794,0.25223672936794994,0.09996131865378452,0.011107895987094163,0.09996131865378452,0.011107895987094163,0.17413449158970545,local
tsbad_u,461_UCR_id_159_Medical_tr_45096_1st_131200.csv,28,0.3657435233238379,0.582836322695874,0.37237558214884575,-0.026871196754563953,0.3118716160380513,0.7860301727708293,0.16202553129874986,0.23258167367240123,0.7860301727708293,0.671404494650494,0.5054412332978133,0.671404494650494,0.5054412332978133,0.6059089301964719,global
tsbad_u,529_UCR_id_227_Facility_tr_19948_1st_52000.csv,28,0.29006588384300613,0.41849714282276473,0.3867620995037068,-0.0523225152129817,0.46800914688035683,0.11517479558500515,0.3760114240130222,0.039607524640139655,0.46800914688035683,0.4050124043276962,0.0,0.06378157607149815,0.0,0.2643885496651293,local
tsbad_u,867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908.csv,28,0.13665367813670942,0.4116923075954658,0.4626121452684752,-0.01764423076923083,0.994541910331384,0.8957678442896913,0.9756833215063352,0.6586628714775702,0.994541910331384,0.0,0.03026379079010688,0.0024187452758880346,0.03026379079010688,0.18436941655350547,local
ovrbench,AbstractAnomalyBatch,65,0.46504748751154823,0.9001715539333789,0.5206287450004733,-0.20155225409836053,0.8868916070786822,0.0965852905624091,0.62109854235248,0.05912129560790654,0.8868916070786822,0.8380312099702576,0.8366491267701023,0.8380312099702576,0.8380312099702576,0.5674105126800959,local
oddbench,ArchaeologicalAnomalies,3,0.21700681658995954,0.4463509179200662,0.5900743266173287,-0.23705223880597015,0.2596825895705568,0.017682757344965654,0.07561144288098677,-0.015429301408090885,0.2596825895705568,0.0,0.0,0.28303394806330057,0.28303394806330057,0.22765167935630484,local
oddbench,ArtCollections,3,0.7547908528290657,0.6758870502765444,0.7384530491063351,-0.2231877510040161,0.28242552576943675,0.05209092341880819,0.0834483626210766,0.007301185937039473,0.28242552576943675,0.2387893022809951,0.14536500160843033,0.2387893022809951,0.2387893022809951,0.23832795221834957,local
oddbench,AustinCrime,4,1.0343791437836352,0.8766816698173434,0.722220357923387,-0.07879310344827595,0.21187911134198514,0.08842828864794085,0.09365647853016495,0.0437631973782657,0.21187911134198514,0.04729209362044223,0.2057392097986389,0.11892076757604104,0.2057392097986389,0.13227311299731348,local
ovrbench,BCellImmunity,10,0.10338920030147322,0.24357598905251915,0.29119898508439473,-0.09650159744408948,0.11415812283871603,0.2852019412133893,0.025220099111705335,0.0601560522334798,0.2852019412133893,0.2198695831393387,0.2198695831393387,0.2639372690087779,0.2198695831393387,0.2516173609122442,global
oddbench,BarExamPrediction,10,0.07842051217056582,0.23158947179415143,0.3547590803774158,-0.1311251314405888,0.3118964710695158,0.42416455256063573,0.1852705098782668,0.33566889983953146,0.42416455256063573,0.1502475370751149,0.1502475370751149,0.1584427268022074,0.1502475370751149,0.1622101198091157,global
oddbench,BaseballBattedBall,8,0.04220216660827902,0.2312921602734703,0.33059970062585825,-0.25612426035502966,0.03498108556623302,0.36599396317549177,-0.0009286614939645043,0.16562065825067876,0.36599396317549177,0.09114902819021764,0.1060868675304586,0.09114902819021764,0.09114902819021764,0.2763242276185246,global
oddbench,BaseballPitchingAnomalies,38,0.0,0.16693635786806896,0.38148614133043646,-0.21749042145593878,0.05574577503726843,0.32048538847564045,0.021002442515769677,0.1887342691659116,0.32048538847564045,0.23605652332737048,0.28605238881021644,0.23605652332737048,0.23605652332737048,0.22679272660452693,global
ovrbench,BatchProcessingEvents,6,1.390422435211139,0.6984877570761276,0.8007966025663826,-0.20214417177914112,0.3268935484003643,0.19864817853781083,0.29612090064722113,0.09946688008667066,0.3268935484003643,0.2613383640123395,0.2808926056050378,0.2786008886959908,0.2786008886959908,0.1367053868339656,local
ovrbench,BrainEEGSignals,14,0.06352097713392786,0.6380746611602723,0.395456193345082,-0.08497727272727273,0.5415929285713339,0.06055868516754028,0.1676978280856095,0.04353584632232948,0.5415929285713339,0.20947358659429166,0.0,0.0,0.0,0.43280074174226035,local
oddbench,BuildingEnergyCompliance,25,0.36801312813980025,0.844024658368794,0.3158059594618878,-0.013744769874477036,-0.0011334760888004117,0.20289593933596425,-0.01773346881055727,0.05316905140750503,0.20289593933596425,0.22731896174994917,0.23873783158083378,0.23873783158083378,0.23873783158083378,0.1968665689443318,global
oddbench,BuildingInspections,5,1.3759878691035745,0.5814901834199666,0.8201136591890872,-0.15135930493273542,0.2498623492182986,0.4074213692633371,0.09128285573632064,0.2720226557825556,0.4074213692633371,0.035231555063381825,0.1575590200450385,0.1917783571609876,0.1917783571609876,0.23355963979291147,global
oddbench,BusTracking,8,0.43938100405120106,0.8354435864365142,0.4997457308274014,-0.02513005780346811,0.7699810875288099,0.1343365026622452,0.39181868738570913,0.043469265404198466,0.7699810875288099,0.6356445848665647,0.0,0.7162217176889523,0.0,0.5617931831570097,local
ovrbench,BusinessAnomalies,5,0.5192968806434121,0.5343123746591111,0.7389331305307142,-0.24183470105509963,0.3709366416348323,0.32929009652781294,0.25904985526760027,0.26427294681046465,0.3709366416348323,0.0,0.09679791410246397,0.0,0.0,0.10421428474727795,local
oddbench,BusinessProcessFraud,7,0.2909005040914307,0.25054238566753045,0.3824672699988385,-0.2748262195121951,0.5630443589601946,0.7401078681455987,0.18349236220238688,0.4678032711384079,0.7401078681455987,0.6561471523261628,0.0,0.6561471523261628,0.6561471523261628,0.48141750807727807,global
ovrbench,CardiacHealth,5,0.04409521579014729,0.23623536091431305,0.4070518241077316,-0.030667046750284865,0.9670237659219385,0.4073705606594202,0.41638731676205637,0.25850062678486296,0.9670237659219385,0.0013383426064779158,0.0,0.0013383426064779158,0.0,0.646113720209573,local
ovrbench,CelestialObjects2,14,0.03385010712414568,0.2825020416687738,0.3222755842362497,-0.2311457109283196,0.29503856284750735,0.3301272394372452,0.17077242260239653,0.2362550382343802,0.34289715385250036,0.10014657382010586,0.04785859100499301,0.0284212672283507,0.0284212672283507,0.12825386718662735,global
oddbench,CityTreeCondition,10,0.3512779307675696,0.33884160693003845,0.5462046705285891,-0.02510822510822508,0.22845303549207374,0.06574176610949882,0.09246830661497521,0.017795392702156274,0.22845303549207374,0.10716864822488818,0.0,0.0,0.0,0.16324247118019775,local
oddbench,CodeSmell,6,0.8702860787918217,0.7799537332405103,0.7137589881847157,-0.22014005602240905,0.03541323356596352,0.1428499128248024,-0.007902728813597543,0.05361046029109504,0.1428499128248024,0.08857785100304372,0.08857785100304372,0.08857785100304372,0.08857785100304372,0.12043628174868193,global
oddbench,CodeStrata,4,0.5298033387971489,0.3405457527445915,0.589398990876367,-0.24298571428571425,0.2854834264904052,0.17428791497344828,0.09635402069351796,0.09646881606452,0.2854834264904052,0.16677536573823404,0.0,0.16677536573823404,0.16677536573823404,0.1953420646834347,local
ovrbench,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),30,0.15161572158442704,0.48407117433007824,0.5181910362191039,-0.0015208333333333046,0.18775657409190236,-0.08341047342004197,0.03406811331459089,-0.09687703110430806,0.18775657409190236,0.24848989340065356,0.1444951407108077,0.1444951407108077,0.1444951407108077,0.21046562920516637,local
ovrbench,CropWeedDetection,4,0.29749626657423245,0.480110509745609,0.6511744840504672,-0.14542746113989635,0.133485115846135,-0.01974851685414736,0.06908711727625255,-0.03390141300526222,0.133485115846135,0.008487291083540821,0.02999263790315357,0.008487291083540821,0.008487291083540821,0.11375035815585896,local
ovrbench,CryptojackingSystem,14,0.9070581297505802,0.776998790668138,0.4935572605551947,-0.13505997818974924,0.308150441988466,0.05069878892996499,0.11212674250843234,0.0038450978800874023,0.308150441988466,0.2926260110851077,0.02432260579703266,0.2926260110851077,0.02432260579703266,0.25212798749074716,local
ovrbench,CustomerChurn2,5,1.1544970774287753,0.31077318213486166,0.6102605828127923,-0.06596481876332616,0.2658883216651278,0.16162262767691513,0.1495894770346846,0.021766929852233302,0.2658883216651278,0.10003782558034055,0.20396717668658118,0.10003782558034055,0.20396717668658118,0.16116085130833574,local
ovrbench,DiabetesMetrics,12,0.07962625638739881,0.5788480061706781,0.3927701604498269,-0.25961309523809517,0.13467886101309698,0.3328461307286002,0.09645000411222783,0.24748044559484983,0.3328461307286002,0.0004531637625077023,0.26929590716517754,0.08456165511782071,0.08456165511782071,0.15908561273084007,global
oddbench,DiamondClarity,10,0.483579475049993,0.2984095960850001,0.4377482183760564,-0.1347459459459459,0.7591846794576541,0.19395561730180347,0.12058947877671135,0.04937387538548216,0.7591846794576541,0.6935699049839164,0.0,0.6935699049839164,0.0,0.6747669912884396,local
oddbench,DragonFlySystem,4,1.7669508945517205,0.712390632592922,0.748555768925967,-0.027522697795071438,0.18076244093048846,0.41823854979039926,0.12691530572468662,0.27658394150375326,0.41823854979039926,0.3129515921341737,0.3129515921341737,0.3129515921341737,0.3129515921341737,0.2270668117603423,global
ovrbench,EEGEyeState,14,0.8305005350328092,0.9830770490069722,0.44897856389236696,-0.004800910125142277,0.6864206121112718,0.08174629495121555,0.2950901898549205,0.06564207772115781,0.6864206121112718,0.24522543658254176,0.0,0.0,0.0,0.5055842195570264,local
ovrbench,ElectronicCommerceAnomalies,73,0.08036844348803805,0.4745631571099996,0.21782817625767378,-0.055387426900584846,0.27447043818351535,-0.050349272067794104,0.016238858793366773,-0.05594111106798392,0.27447043818351535,0.3294730914123331,0.0,0.2681808663902381,0.0,0.29304197293014583,local
