dataset,modality,split,corpus,dedup_group,n_variants,base_rate,gt_best,gt_second,best_ap_norm,mean_ap_norm,worst_ap_norm,spread_ap_norm,best_auc,zone,gt_ranking,mz_rule_auc,hbos_rule_auc,rule_auc,rule_trivial,include
023_MITDB_id_5_Medical_tr_25000_1st_36913.csv,timeseries,test,tsbad_m,g151,23,0.062,LOF_k10,LOF_k20,0.713,0.555,0.4055,0.158,0.8507,live,LOF_k10|LOF_k20|LOF_k3|KNN_k3|LOF_k50,0.7865757575757577,0.7758181818181817,0.7865757575757577,False,True
026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.txt,timeseries,test,ucr,g303,23,0.1296,LOF_k3,KNN_k3,0.5622,0.2316,0.0865,0.3307,0.8442,live,LOF_k3|KNN_k3|LOF_k10|LOF_k20|KNN_k10,0.6246200607902737,0.6747720364741641,0.6747720364741641,False,True
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,timeseries,test,tsbad_m,g152,23,0.0585,KNN_k3,KNN_k10,0.3809,0.1632,0.0134,0.2176,0.7461,live,KNN_k3|KNN_k10|KNN_k20|LOF_k50|LOF_k10,0.6001290322580645,0.7238709677419354,0.7238709677419354,False,True
031_MITDB_id_13_Medical_tr_50000_1st_79433.csv,timeseries,test,tsbad_m,g149,23,0.208,LOF_k10,LOF_k3,0.0588,0.0228,-0.0136,0.036,0.6003,floor,LOF_k10|LOF_k3|KNN_k50|KNN_k20|CBLOF,,,,False,False
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,timeseries,test,tsbad_m,g103,23,0.1976,LOF_k50,KNN_k20,0.3183,0.0723,-0.0798,0.2459,0.6308,live,LOF_k50|KNN_k20|LOF_k100|KNN_k10|KNN_k50,0.2148943089430894,0.0808617886178861,0.2148943089430894,False,True
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt,timeseries,test,ucr,g304,23,0.1072,LOF_k3,LOF_k10,0.1656,0.051,0.0177,0.1146,0.6801,live,LOF_k3|LOF_k10|KNN_k3|ECOD|IF_n300,0.5594405594405595,0.5274725274725275,0.5594405594405595,False,True
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt,timeseries,test,ucr,g305,23,0.0939,HBOS_b20,HBOS,0.1174,0.0109,-0.03,0.1065,0.548,live,HBOS_b20|HBOS|HBOS_b50|PCA_c0.3|PCA,0.3849206349206349,0.4841269841269841,0.4841269841269841,False,True
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,timeseries,test,tsbad_m,g104,23,0.1845,KNN_k100,LOF_k20,0.4599,0.1756,-0.0324,0.2842,0.7803,live,KNN_k100|LOF_k20|KNN_k50|LOF_k50|LOF_k100,0.4417964601769911,0.1056106194690265,0.4417964601769911,False,True
038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.txt,timeseries,test,ucr,g306,23,0.0209,PCA_c0.9,HBOS_b5,0.0668,0.0443,0.0115,0.0226,0.7478,floor,PCA_c0.9|HBOS_b5|KNN_k10|KNN_k20|PCA,,,,False,False
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,timeseries,test,tsbad_m,g98,23,0.1989,KNN_k10,KNN_k20,0.2838,0.0503,-0.0821,0.2336,0.6807,live,KNN_k10|KNN_k20|CBLOF|KNN_k50|KNN_k3,0.1904758064516128,0.0733709677419355,0.1904758064516128,False,True
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,timeseries,test,tsbad_m,g99,23,0.1724,LOF_k50,LOF_k100,0.3576,0.0683,-0.0441,0.2893,0.6645,live,LOF_k50|LOF_k100|KNN_k20|KNN_k10|KNN_k3,0.4147884615384615,0.1374423076923077,0.4147884615384615,False,True
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,timeseries,test,tsbad_m,g100,23,0.1214,CBLOF,KNN_k50,0.2627,0.0343,-0.034,0.2284,0.6407,live,CBLOF|KNN_k50|KNN_k20|LOF_k100|KNN_k3,0.5073913043478261,0.3863478260869565,0.5073913043478261,False,True
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.txt,timeseries,test,ucr,g308,23,0.0435,KNN_k3,LOF_k50,0.2895,0.1394,0.0175,0.1501,0.7808,live,KNN_k3|LOF_k50|LOF_k100|KNN_k20|KNN_k50,0.7887291280148423,0.7409554730983302,0.7887291280148423,False,True
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,timeseries,test,tsbad_m,g101,23,0.1938,CBLOF,LOF_k100,0.5692,0.2623,0.0434,0.3068,0.8627,live,CBLOF|LOF_k100|KNN_k50|LOF_k20|LOF_k10,0.5199333333333334,0.4655666666666667,0.5199333333333334,False,True
046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.txt,timeseries,test,ucr,g310,23,0.0235,COPOD,PCA_c0.3,0.022,0.001,-0.0057,0.021,0.6916,floor,COPOD|PCA_c0.3|HBOS_b5|HBOS_b20|HBOS,,,,False,False
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.txt,timeseries,test,ucr,g319,23,0.034,LOF_k3,LOF_k10,0.0642,0.0107,-0.0009,0.0535,0.6094,floor,LOF_k3|LOF_k10|LOF_k100|LOF_k50|HBOS_b5,,,,False,False
052_GHL_id_21_Sensor_tr_50000_1st_98001.csv,timeseries,test,tsbad_m,g102,23,0.1152,CBLOF,KNN_k50,0.567,0.1776,-0.0547,0.3895,0.8314,live,CBLOF|KNN_k50|KNN_k20|KNN_k10|LOF_k100,0.3719384615384615,0.3803692307692308,0.3803692307692308,False,True
052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.txt,timeseries,test,ucr,g320,23,0.0664,LOF_k3,LOF_k10,0.6464,0.1318,0.0297,0.5146,0.8863,live,LOF_k3|LOF_k10|LOF_k20|LOF_k50|KNN_k3,0.6664285714285715,0.7164285714285714,0.7164285714285714,False,True
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,timeseries,test,ucr,g289,23,0.0204,HBOS_b50,HBOS_b20,0.7958,0.3448,0.025,0.4511,0.9904,live,HBOS_b50|HBOS_b20|LOF_k3|PCA_c0.3|HBOS_b5,0.9751565762004176,0.9306889352818372,0.9751565762004176,True,False
057_SMD_id_1_Facility_tr_4529_1st_4629.csv,timeseries,test,tsbad_m,g232,23,0.2044,KNN_k3,KNN_k20,0.8529,0.752,0.3077,0.1009,0.9465,live,KNN_k3|KNN_k20|KNN_k10|KNN_k100|KNN_k50,0.8151747153513937,0.8987534354142128,0.8987534354142128,True,False
057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt,timeseries,test,ucr,g290,23,0.0205,HBOS_b20,HBOS,0.0701,0.0096,-0.0052,0.0605,0.7026,floor,HBOS_b20|HBOS|HBOS_b50|HBOS_b5|ECOD,,,,False,False
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,timeseries,test,ucr,g288,23,0.0165,LOF_k3,LOF_k10,0.5244,0.1245,0.0053,0.3998,0.8308,live,LOF_k3|LOF_k10|LOF_k20|KNN_k3|LOF_k50,0.6348958333333333,0.7002604166666666,0.7002604166666666,False,True
059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,timeseries,test,ucr,g295,23,0.044,KNN_k3,KNN_k10,0.193,0.063,0.0018,0.13,0.6474,live,KNN_k3|KNN_k10|LOF_k10|KNN_k20|LOF_k20,0.4732173913043478,0.5635652173913044,0.5635652173913044,False,True
060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,timeseries,test,ucr,g296,23,0.044,LOF_k3,KNN_k3,0.236,0.0767,-0.0044,0.1593,0.696,live,LOF_k3|KNN_k3|KNN_k10|KNN_k20|LOF_k10,0.4400869565217391,0.5413043478260869,0.5413043478260869,False,True
062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,timeseries,test,ucr,g297,23,0.0216,LOF_k10,KNN_k3,0.1981,0.0702,0.0093,0.1279,0.9025,live,LOF_k10|KNN_k3|KNN_k10|LOF_k3|KNN_k20,0.7187272727272728,0.8281818181818182,0.8281818181818182,False,True
063_SMD_id_7_Facility_tr_5923_1st_6506.csv,timeseries,test,tsbad_m,g233,23,0.25,KNN_k10,KNN_k20,0.7958,0.6762,0.3726,0.1196,0.8985,live,KNN_k10|KNN_k20|LOF_k100|LOF_k50|KNN_k50,0.8727152165138673,0.854638759153549,0.8727152165138673,True,False
063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,timeseries,test,ucr,g298,23,0.0827,KNN_k3,KNN_k10,0.264,0.0785,0.0,0.1855,0.7492,live,KNN_k3|KNN_k10|KNN_k20|LOF_k3|LOF_k10,0.5364,0.6174222222222222,0.6174222222222222,False,True
065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.txt,timeseries,test,ucr,g301,23,0.0463,KNN_k3,CBLOF,0.0123,0.0028,-0.0063,0.0095,0.5463,floor,KNN_k3|CBLOF|LOF_k100|LOF_k3|KNN_k100,,,,False,False
066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,timeseries,test,ucr,g302,23,0.0398,KNN_k10,KNN_k3,1.0,0.8479,0.6537,0.1521,1.0,live,KNN_k10|KNN_k3|KNN_k20|CBLOF|LOF_k3,0.9747899159663864,0.961344537815126,0.9747899159663864,True,False
067_SMD_id_11_Facility_tr_1980_1st_2080.csv,timeseries,test,tsbad_m,g228,23,0.25,PCA_c0.3,PCA,0.1161,0.0436,-0.0066,0.0724,0.5567,live,PCA_c0.3|PCA|PCA_c0.9|IF_n50|COPOD,,,,False,False
068_SMD_id_12_Facility_tr_1099_1st_1199.csv,timeseries,test,tsbad_m,g229,23,0.0889,KNN_k3,LOF_k100,0.8658,0.7402,0.4003,0.1256,0.9531,live,KNN_k3|LOF_k100|KNN_k10|KNN_k20|LOF_k50,0.8995168672656382,0.889303271740973,0.8995168672656382,True,False
070_SMD_id_14_Facility_tr_1070_1st_1170.csv,timeseries,test,tsbad_m,g230,23,0.1313,KNN_k20,KNN_k10,0.7949,0.6909,0.4455,0.104,0.9302,live,KNN_k20|KNN_k10|KNN_k3|LOF_k50|IF_n50,0.8962859507552244,0.9158390233809228,0.9158390233809228,True,False
072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,timeseries,test,ucr,g307,23,0.031,LOF_k50,LOF_k20,0.2465,0.0899,0.0253,0.1566,0.7668,live,LOF_k50|LOF_k20|LOF_k100|KNN_k3|LOF_k3,0.6487499999999999,0.634625,0.6487499999999999,False,True
073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,timeseries,test,ucr,g309,23,0.0477,KNN_k10,KNN_k3,0.2089,0.0446,-0.0086,0.1643,0.7165,live,KNN_k10|KNN_k3|KNN_k20|LOF_k20|LOF_k10,0.52744,0.534,0.534,False,True
074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.txt,timeseries,test,ucr,g311,23,0.0619,HBOS_b5,HBOS,0.0518,0.0229,-0.0117,0.0289,0.605,floor,HBOS_b5|HBOS|HBOS_b20|HBOS_b50|CBLOF,,,,False,False
075_SMD_id_19_Facility_tr_564_1st_664.csv,timeseries,test,tsbad_m,g231,23,0.2495,LOF_k10,LOF_k20,0.4447,0.3317,0.224,0.113,0.7173,live,LOF_k10|LOF_k20|LOF_k3|LOF_k50|KNN_k3,0.5849151717424559,0.6149701015157837,0.6149701015157837,False,True
075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.txt,timeseries,test,ucr,g312,23,0.072,LOF_k3,HBOS,0.0178,-0.0025,-0.0182,0.0203,0.5746,floor,LOF_k3|HBOS|HBOS_b5|HBOS_b20|HBOS_b50,,,,False,False
078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,timeseries,test,ucr,g313,23,0.0254,LOF_k10,KNN_k3,0.6077,0.3074,0.0519,0.3003,0.9528,live,LOF_k10|KNN_k3|LOF_k3|LOF_k20|KNN_k10,0.7924615384615384,0.7732307692307693,0.7924615384615384,False,True
083_LTDB_id_5_Medical_tr_15502_1st_15602.csv,timeseries,test,tsbad_m,g138,23,0.0719,IForest,LOF_k50,0.5591,0.436,0.1744,0.1231,0.8642,live,IForest|LOF_k50|LOF_k20|IF_n300|HBOS_b50,0.8298853038910923,0.8090899346124987,0.8298853038910923,False,True
084_SVDB_id_1_Medical_tr_12973_1st_13073.csv,timeseries,test,tsbad_m,g248,23,0.1666,LOF_k3,KNN_k3,0.4558,0.3918,0.3273,0.064,0.7506,live,LOF_k3|KNN_k3|LOF_k10|LOF_k20|LOF_k50,,,,False,False
086_SVDB_id_3_Medical_tr_533_1st_633.csv,timeseries,test,tsbad_m,g253,23,0.2385,LOF_k20,LOF_k50,0.5725,0.4969,0.3595,0.0756,0.763,live,LOF_k20|LOF_k50|KNN_k10|KNN_k3|KNN_k20,,,,False,False
086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,timeseries,test,ucr,g314,23,0.0386,LOF_k10,LOF_k3,0.2084,0.0675,-0.0079,0.1409,0.687,live,LOF_k10|LOF_k3|LOF_k20|KNN_k3|LOF_k50,0.4925,0.5370999999999999,0.5370999999999999,False,True
087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.txt,timeseries,test,ucr,g315,23,0.0513,COPOD,KNN_k3,0.1259,0.063,0.0148,0.0629,0.6779,live,COPOD|KNN_k3|KNN_k10|LOF_k10|ECOD,,,,False,False
088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.txt,timeseries,test,ucr,g316,23,0.0531,KNN_k100,KNN_k50,0.0129,0.0001,-0.0142,0.0128,0.5509,floor,KNN_k100|KNN_k50|KNN_k20|CBLOF|KNN_k10,,,,False,False
089_SVDB_id_6_Medical_tr_50000_1st_83083.csv,timeseries,test,tsbad_m,g254,23,0.0624,IForest,IF_n50,0.2335,0.1732,0.0757,0.0604,0.6994,live,IForest|IF_n50|HBOS_b50|LOF_k3|HBOS_b20,,,,False,False
089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,timeseries,test,ucr,g317,23,0.0159,LOF_k3,LOF_k10,0.1771,0.0284,0.0011,0.1487,0.8579,live,LOF_k3|LOF_k10|KNN_k3|LOF_k20|LOF_k50,0.58175,0.573,0.58175,False,True
091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.txt,timeseries,test,ucr,g318,23,0.0541,LOF_k10,LOF_k20,0.1215,0.0392,0.0001,0.0823,0.6856,live,LOF_k10|LOF_k20|LOF_k50|LOF_k3|LOF_k100,,,,False,False
093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,timeseries,test,ucr,g338,23,0.0793,LOF_k3,LOF_k20,0.4703,0.1996,-0.0275,0.2707,0.7895,live,LOF_k3|LOF_k20|LOF_k50|LOF_k10|LOF_k100,0.5717209302325581,0.5700930232558139,0.5717209302325581,False,True
094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,timeseries,test,ucr,g340,23,0.1111,ECOD,LOF_k3,0.5819,0.518,0.378,0.0639,0.8328,live,ECOD|LOF_k3|KNN_k100|KNN_k50|LOF_k10,,,,False,False
095_SVDB_id_12_Medical_tr_6264_1st_6364.csv,timeseries,test,tsbad_m,g245,23,0.2391,LOF_k10,LOF_k3,0.5738,0.4134,0.1924,0.1604,0.7812,live,LOF_k10|LOF_k3|LOF_k20|KNN_k3|ECOD,0.6802728040770719,0.7080505818548497,0.7080505818548497,False,True
096_SVDB_id_13_Medical_tr_500_1st_444.csv,timeseries,test,tsbad_m,g246,23,0.2151,LOF_k10,LOF_k3,0.5496,0.2417,0.0072,0.3079,0.7832,live,LOF_k10|LOF_k3|LOF_k20|COPOD|ECOD,0.6134860883797053,0.6312765957446809,0.6312765957446809,False,True
097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,timeseries,test,ucr,g343,23,0.0448,LOF_k10,LOF_k3,0.6289,0.1319,-0.0108,0.497,0.9152,live,LOF_k10|LOF_k3|LOF_k20|LOF_k50|KNN_k3,0.44,0.4152380952380952,0.44,False,True
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,timeseries,test,ucr,g345,23,0.1204,KNN_k3,LOF_k3,0.669,0.427,0.1911,0.242,0.8818,live,KNN_k3|LOF_k3|LOF_k10|LOF_k20|KNN_k10,0.7781376518218623,0.6558704453441296,0.7781376518218623,False,True
100_SVDB_id_17_Medical_tr_17803_1st_17903.csv,timeseries,test,tsbad_m,g247,23,0.1614,LOF_k3,LOF_k10,0.7348,0.5243,0.1721,0.2105,0.8612,live,LOF_k3|LOF_k10|LOF_k20|KNN_k3|KNN_k10,0.7951739130434783,0.7864130434782609,0.7951739130434783,False,True
102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,timeseries,test,ucr,g346,23,0.0435,KNN_k20,KNN_k3,0.3253,0.1765,0.0196,0.1488,0.8055,live,KNN_k20|KNN_k3|CBLOF|KNN_k50|LOF_k100,0.7200834879406308,0.7163729128014842,0.7200834879406308,False,True
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,timeseries,test,ucr,g347,23,0.0664,LOF_k3,LOF_k10,0.7949,0.1906,0.0276,0.6043,0.9198,live,LOF_k3|LOF_k10|LOF_k20|LOF_k50|KNN_k3,0.6921428571428572,0.6535714285714286,0.6921428571428572,False,True
104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.txt,timeseries,test,ucr,g339,23,0.0205,HBOS_b20,HBOS_b50,0.0646,0.0105,-0.0066,0.0541,0.7945,floor,HBOS_b20|HBOS_b50|HBOS|HBOS_b5|IForest,,,,False,False
105_SVDB_id_22_Medical_tr_500_1st_417.csv,timeseries,test,tsbad_m,g249,23,0.2499,LOF_k3,LOF_k10,0.688,0.5575,0.4261,0.1305,0.808,live,LOF_k3|LOF_k10|LOF_k20|ECOD|PCA_c0.3,0.7652414181371023,0.6850637806124715,0.7652414181371023,False,True
105_UCR_Anomaly_NOISEgait3_24500_59900_60500.txt,timeseries,test,ucr,g341,23,0.08,COPOD,PCA,0.0717,0.0347,0.0018,0.0371,0.5839,floor,COPOD|PCA|HBOS_b5|PCA_c0.9|HBOS_b20,,,,False,False
106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,timeseries,test,ucr,g342,23,0.0827,LOF_k10,KNN_k3,0.3297,0.1229,0.0107,0.2067,0.7843,live,LOF_k10|KNN_k3|KNN_k10|LOF_k3|LOF_k20,0.4895777777777778,0.6958222222222222,0.6958222222222222,False,True
107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,timeseries,test,ucr,g344,23,0.0534,COPOD,HBOS_b50,0.1693,0.0453,-0.0064,0.124,0.7331,live,COPOD|HBOS_b50|HBOS_b20|HBOS|PCA_c0.9,0.6491935483870968,0.695852534562212,0.695852534562212,False,True
109_SVDB_id_26_Medical_tr_1038_1st_1138.csv,timeseries,test,tsbad_m,g250,23,0.1478,KNN_k3,KNN_k10,0.6861,0.5989,0.466,0.0872,0.8635,live,KNN_k3|KNN_k10|LOF_k20|KNN_k20|LOF_k10,,,,False,False
111_UCR_Anomaly_3sddb40_35000_46600_46900.txt,timeseries,test,ucr,g274,23,0.044,PCA_c0.3,PCA_c0.9,0.8434,0.455,0.0563,0.3884,0.9832,live,PCA_c0.3|PCA_c0.9|PCA|IF_n50|HBOS_b5,0.9791739130434782,0.973217391304348,0.9791739130434782,True,False
112_SVDB_id_29_Medical_tr_8226_1st_8326.csv,timeseries,test,tsbad_m,g251,23,0.0958,KNN_k100,LOF_k100,0.1074,0.0655,0.012,0.0419,0.7023,live,KNN_k100|LOF_k100|CBLOF|KNN_k50|KNN_k10,,,,False,False
113_SVDB_id_30_Medical_tr_4552_1st_4652.csv,timeseries,test,tsbad_m,g252,23,0.2433,PCA_c0.9,COPOD,0.6925,0.629,0.5422,0.0636,0.8208,live,PCA_c0.9|COPOD|PCA_c0.3|PCA|ECOD,,,,False,False
114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.txt,timeseries,test,ucr,g282,23,0.047,LOF_k3,LOF_k10,0.5918,0.3208,0.0033,0.271,0.9392,live,LOF_k3|LOF_k10|IF_n300|IForest|LOF_k20,0.8372549019607843,0.8568627450980392,0.8568627450980392,True,False
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,timeseries,test,tsbad_m,g201,23,0.2493,PCA_c0.9,PCA,0.582,0.3226,0.1408,0.2594,0.8005,live,PCA_c0.9|PCA|PCA_c0.3|HBOS_b5|COPOD,0.7539143723225694,0.5472762231630633,0.7539143723225694,False,True
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.txt,timeseries,test,ucr,g283,23,0.057,IF_n300,IForest,0.4843,0.2195,-0.0014,0.2648,0.9065,live,IF_n300|IForest|PCA_c0.9|PCA|IF_n50,0.9013605442176872,0.8350340136054422,0.9013605442176872,True,False
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,timeseries,test,ucr,g284,23,0.0648,IF_n50,IForest,0.7514,0.5939,0.3789,0.1575,0.8854,live,IF_n50|IForest|IF_n300|HBOS|COPOD,0.8207282913165266,0.8403361344537815,0.8403361344537815,False,True
121_UCR_Anomaly_ECG3_15000_16000_16100.txt,timeseries,test,ucr,g321,23,0.026,KNN_k3,LOF_k100,0.4,0.1752,0.058,0.2248,0.9197,live,KNN_k3|LOF_k100|LOF_k50|LOF_k20|KNN_k10,0.5533422459893048,0.8016042780748662,0.8016042780748662,False,True
122_UCR_Anomaly_ECG3_8000_17000_17100.txt,timeseries,test,ucr,g322,23,0.026,KNN_k3,LOF_k20,0.4469,0.1636,0.0156,0.2834,0.8799,live,KNN_k3|LOF_k20|LOF_k50|LOF_k100|KNN_k10,0.6231283422459893,0.763903743315508,0.763903743315508,False,True
130_OPPORTUNITY_id_2_HumanActivity_tr_1045_1st_1145.csv,timeseries,test,tsbad_m,g170,23,0.2471,PCA_c0.3,PCA_c0.9,0.6649,0.2969,-0.0772,0.368,0.827,live,PCA_c0.3|PCA_c0.9|PCA|HBOS_b50|HBOS_b20,0.7566287878787878,0.3267045454545454,0.7566287878787878,False,True
