corpus,dataset,truefam,reg_small,reg_edge,reg_beta1,reg_random,rho_small,rho_edge,rho_beta1
ovrbench,GesturePhaseSegmentationProcessed,local,0.6742022580610023,0.6561448903954665,0.02072854257418638,0.5786119168695903,0.41224371600692955,-0.24185452534892907,0.2628056628056628
ovrbench,HealthMetrics,local,0.06046314099746327,0.08875168620245324,0.10019577533639565,0.06513038947827175,0.21070327822919585,0.41496217427850934,0.12216307088820398
oddbench,BugSeverity,global,0.06220284523963094,0.09932066650481107,0.003264449301134467,0.07558702211702248,0.43237014374518157,0.2296918767507003,-0.09215686274509804
tsbad_m,084_SVDB_id_1_Medical_tr_12973_1st_13073,local,0.05888458989791058,0.057992046935206265,0.03075257799683752,0.04421986635324955,-0.271206075427983,-0.7181104389239285,0.7567254472905135
oddbench,LandRarity,global,0.30255938692921014,0.23720124392182293,0.0,0.19839858942078095,-0.8888030888030889,-0.1842985842985843,0.008236808236808238
oddbench,ProgrammingAnomalies,local,0.25062136110208616,0.2617907207363741,0.21288561969129458,0.1847070498961658,-0.7044483518086013,-0.6058271466591959,0.5845356492505952
oddbench,WindowsEditionAnomaly,global,0.10788634221392279,0.11419311051177866,0.5063578553412765,0.3361743772916945,0.4163717107534356,0.7583011583011583,-0.6226512226512227
ovrbench,BankruptcyForecast,global,0.06110420328646028,0.10327279584325515,0.09815707351822059,0.0912693281219646,-0.04826565426044461,-0.48262548262548266,-0.03088803088803089
ovrbench,seismic-bumps,local,0.044951216332286256,0.09572915482692192,0.13036921452437766,0.0716871345935789,-0.5113559756891786,0.19011455785815418,0.5814133093062169
tsbad_m,143_CATSv2_id_6_Sensor_tr_50000_1st_6023,global,0.0015491156311999155,0.0005758230031283063,0.12301346266112595,0.2120829027231323,0.05378151260504201,-0.03753501400560224,0.31176470588235294
tsbad_m,104_SVDB_id_21_Medical_tr_50000_1st_1066,local,0.20794180874495322,0.23051058350022618,0.07870306489580023,0.1601468468183905,-0.20324366070279315,-0.8602136697129618,0.889818509460677
tsbad_m,108_SVDB_id_25_Medical_tr_1238_1st_1338.,local,0.17254261154815656,0.13825263437457236,0.0,0.10147634664768561,0.4696189534278824,0.22203629810786457,0.7747457845282532
oddbench,CarMakeAnomaly,local,0.04168183998380439,0.033761962491021744,0.055650448656773745,0.04540023998672858,0.29838450213055184,0.1231818766894066,0.40043763676148797
ovrbench,mozilla4,local,0.08827959834593088,0.03631471756387121,0.033047664549130176,0.055299925001220676,-0.28164692932727403,-0.2559181958257459,0.18335901386748843
