corpus,dataset,truefam,reg_small,reg_edge,reg_beta1,reg_random,rho_small,rho_edge,rho_beta1
oddbench,FishingAnomalies,local,0.148201343071447,0.19449794655035926,0.23018776481401967,0.18328150026889323,-0.11224926392531658,-0.3387526278906797,0.21401541695865453
oddbench,AquaticMacroInverts,global,0.4468830127490966,0.13056233937041273,0.5528517885730906,0.3910922209991209,0.2184082410918796,0.5837837837837838,-0.3464607464607465
oddbench,UserEventAnomalies,global,0.7543190459250784,0.7889438223816942,0.0,0.8454738379289213,0.3165347233863555,0.6455589801064724,0.522275147100028
oddbench,RealEstateProperties,global,0.06562445453063688,0.10993926133297473,0.06524527139136022,0.0930308403853293,0.029538124549449603,0.1345176034195111,0.1803320890719526
tsbad_m,173_GECCO_id_1_Sensor_tr_16165_1st_16265,global,0.5736869262769663,0.1662736253015733,0.6334083933655382,0.36914090076465667,-0.33032126721680477,0.7516087516087517,-0.7034749034749036
tsbad_m,053_GHL_id_22_Sensor_tr_50000_1st_126448,local,0.3164338532433026,0.3044857642068595,0.3132636314866596,0.20377925714816736,-0.5616022567605213,-0.6781512605042017,0.4316526610644258
ovrbench,HeadingDetection,local,0.0011551458671431314,0.3094769794195493,0.177038455998056,0.2694144316260906,-0.4190417984266715,-0.43398533007334966,-0.551039119804401
dami,PageBlocks,local,0.13419594120451223,0.1225264218336792,0.023661378082995455,0.12623876806375758,-0.6372743896915429,-0.32578195391942333,0.4601621830351396
adbench,27_PageBlocks,local,0.294066291473962,0.28239677210312897,0.042508006942195586,0.28771490391227444,-0.7951627527700362,-0.3754665980177629,0.014287553095636504
tsbad_m,138_CATSv2_id_1_Sensor_tr_16568_1st_1666,local,0.026366561947882783,0.026366561947882783,0.1352131564090972,0.28081834805526246,0.04066924066924067,0.06692406692406692,0.28906048906048903
oddbench,AustinCrime,local,0.11728333085911193,0.11591021182262715,0.1422382943892954,0.10128104483382094,-0.25523428781566393,-0.0214956879907324,0.2114815291543313
ovrbench,thyroid-ann,global,0.27830813979875535,0.2185908519189098,0.22772496646573295,0.21028663808782397,0.08949020068852707,0.6574229691876752,-0.14929971988795518
ovrbench,GeneExpressionCoactivator,global,0.141294518468974,0.08643198321752094,0.24475969447830812,0.13665367075704893,0.5358913559037088,0.18239155618483718,0.08482430171193203
adbench,23_mammography,global,0.10030417685424606,0.055178324062472944,0.02217790247141635,0.09408272622559702,-0.17403660758200937,-0.010038610038610039,-0.03268983268983269
