dataset,status,n,d,rate,seed,regret,random_regret,best_regret_possible,pick,max_regime_var,score_json,true_auc_json,regime_var_json
SignalAnalysis.npz,ok,13015,27,0.2426,1.0,0.007508860590380584,0.2421585862621347,0.0,LOF,0.01918765308818597,"{""CBLOF"": 6.699195868617637, ""COPOD"": 1.8981440267148453, ""ECOD"": 2.1331737689787142, ""HBOS"": 5.285858782846474, ""IForest"": 4.438404045506618, ""KNN"": 7.8306308884259375, ""LODA"": 4.82964931595207, ""LOF"": 8.88466078232477}","{""IForest"": 0.502552357450154, ""LOF"": 0.8301891458249566, ""KNN"": 0.8376980064153372, ""ECOD"": 0.4790138249617507, ""COPOD"": 0.4524010626285412, ""HBOS"": 0.5181475103635829, ""CBLOF"": 0.6467187233042198, ""LODA"": 0.4975947302770773}","{""smallest_K30"": 0.0014397282101474562, ""random_K30"": 0.0100467872527664, ""hard_K30"": 0.01918765308818597, ""smallest_K50"": 0.0018880831417156228, ""random_K50"": 0.012977489169300069, ""hard_K50"": 0.01605229850213275}"
SignalAnalysis.npz,ok,13015,27,0.2426,2.0,0.010053670962827499,0.2327215276056046,0.0,LOF,0.022721241788390384,"{""CBLOF"": 6.428920272814278, ""COPOD"": 1.9920800699172103, ""ECOD"": 2.8607925115011867, ""HBOS"": 4.313048943960897, ""IForest"": 5.261438368094875, ""KNN"": 7.825658842580783, ""LODA"": 4.767069282021111, ""LOF"": 9.000000000000002}","{""IForest"": 0.5007115127940631, ""LOF"": 0.8198904357008248, ""KNN"": 0.8299441066636523, ""ECOD"": 0.48650903658180966, ""COPOD"": 0.4573151736727099, ""HBOS"": 0.49783639733983176, ""CBLOF"": 0.6334112983928257, ""LODA"": 0.552162671318664}","{""smallest_K30"": 0.003397224713637022, ""random_K30"": 0.01586458046514485, ""hard_K30"": 0.022721241788390384, ""smallest_K50"": 0.004825811852289749, ""random_K50"": 0.010788217853427031, ""hard_K50"": 0.020347219761214234}"
SportsPlayAnomalies.npz,ok,10708,22,0.0211,0.0,0.35114639117829527,0.29161642105662966,0.0,IForest,0.007869461566073658,"{""CBLOF"": 3.7149225157503354, ""COPOD"": 4.355744626857366, ""ECOD"": 4.055805351376658, ""HBOS"": 4.472538173195441, ""IForest"": 6.619641913061652, ""KNN"": 4.598461715016274, ""LODA"": 5.101823481412152, ""LOF"": 3.081062223330123}","{""IForest"": 0.6062010204210819, ""LOF"": 0.538526381978469, ""KNN"": 0.5206447474478922, ""ECOD"": 0.7248323563793199, ""COPOD"": 0.7275100121960998, ""HBOS"": 0.9573474115993772, ""CBLOF"": 0.6992437574115573, ""LODA"": 0.5515422369081832}","{""smallest_K30"": 0.007869461566073658, ""random_K30"": 0.0009401115917634173, ""hard_K30"": 0.0037409351141170144, ""smallest_K50"": 0.005181531732943575, ""random_K50"": 0.000501530185246373, ""hard_K50"": 0.003895614724429362}"
SportsPlayAnomalies.npz,ok,10708,22,0.0211,1.0,0.0,0.3024375582901827,0.0,HBOS,0.004208902457233674,"{""CBLOF"": 4.742326968148509, ""COPOD"": 3.372358245589748, ""ECOD"": 2.7568228935925463, ""HBOS"": 6.415082299987238, ""IForest"": 6.033426810734728, ""KNN"": 4.995194631405745, ""LODA"": 4.424518087115752, ""LOF"": 3.260270063425728}","{""IForest"": 0.5462734374010914, ""LOF"": 0.5396447094669586, ""KNN"": 0.5289921126261283, ""ECOD"": 0.739216579943535, ""COPOD"": 0.741503876165276, ""HBOS"": 0.9539080270593051, ""CBLOF"": 0.6076442958967931, ""LODA"": 0.554580711593891}","{""smallest_K30"": 0.0039208261199021885, ""random_K30"": 0.0016499411561418942, ""hard_K30"": 0.00366452792139627, ""smallest_K50"": 0.003041541375252147, ""random_K50"": 0.00036777186485239014, ""hard_K50"": 0.004208902457233674}"
SportsPlayAnomalies.npz,ok,10708,22,0.0211,2.0,0.3898616227986883,0.28007483298939473,0.0,IForest,0.005086216163183404,"{""CBLOF"": 3.825315149837641, ""COPOD"": 3.9291482812906375, ""ECOD"": 4.772678396226054, ""HBOS"": 4.609467205130556, ""IForest"": 6.748542471313445, ""KNN"": 4.5947369123493385, ""LODA"": 4.316237109317268, ""LOF"": 3.2038744745350622}","{""IForest"": 0.5657449960120019, ""LOF"": 0.5443670055409962, ""KNN"": 0.5315146796308253, ""ECOD"": 0.7418562548267437, ""COPOD"": 0.74555939584995, ""HBOS"": 0.9556066188106902, ""CBLOF"": 0.7070087482750325, ""LODA"": 0.6125965876241238}","{""smallest_K30"": 0.005086216163183404, ""random_K30"": 0.0018796508911003357, ""hard_K30"": 0.00417014250099126, ""smallest_K50"": 0.004763417149485333, ""random_K50"": 0.0009139660199291276, ""hard_K50"": 0.0024387061270482215}"
TransactionFeeAnomalies.npz,ok,44688,3,0.0216,0.0,0.0,0.2301902707426361,0.0,IForest,0.036393597341794974,"{""CBLOF"": 3.2921799444700177, ""COPOD"": 5.7168230056609595, ""ECOD"": 5.221262412975762, ""HBOS"": 2.8000310969707347, ""IForest"": 7.598332953235562, ""KNN"": 7.580200870501524, ""LODA"": 4.204203634432863, ""LOF"": 5.8456162276543715, ""PCA"": 2.7413498540982095}","{""IForest"": 0.9003801048099653, ""LOF"": 0.8418608918198748, ""KNN"": 0.7078543551062009, ""ECOD"": 0.8139952199837351, ""COPOD"": 0.8257440217243335, ""HBOS"": 0.498399085191538, ""PCA"": 0.04901576411010373, ""CBLOF"": 0.5515126656225917, ""LODA"": 0.8429463982376205}","{""smallest_K30"": 0.036393597341794974, ""random_K30"": 0.004584424295178738, ""hard_K30"": 0.016013638827079173, ""smallest_K50"": 0.02451879015435579, ""random_K50"": 0.005668225510543201, ""hard_K50"": 0.009373284400022941}"
TransactionFeeAnomalies.npz,ok,44688,3,0.0216,1.0,0.19079414797216288,0.23148267839271397,0.0,KNN,0.023279385309721637,"{""CBLOF"": 3.3416658057156967, ""COPOD"": 5.340992615847853, ""ECOD"": 5.013869034125664, ""HBOS"": 3.3846909728333343, ""IForest"": 6.014479098618041, ""KNN"": 7.461783804812743, ""LODA"": 4.202473847432878, ""LOF"": 6.62948172714951, ""PCA"": 3.610563093464279}","{""IForest"": 0.9028852926309858, ""LOF"": 0.8424976354426723, ""KNN"": 0.712091144658823, ""ECOD"": 0.8194014444219531, ""COPOD"": 0.8326976550930612, ""HBOS"": 0.4987421383647799, ""PCA"": 0.04475707502778873, ""CBLOF"": 0.5429762289483373, ""LODA"": 0.8465749135560456}","{""smallest_K30"": 0.023279385309721637, ""random_K30"": 0.0063323846029990265, ""hard_K30"": 0.006706287316914764, ""smallest_K50"": 0.019367908992974536, ""random_K50"": 0.004713659395165459, ""hard_K50"": 0.02172197109315727}"
TransactionFeeAnomalies.npz,ok,44688,3,0.0216,2.0,0.0,0.2351407942466187,0.0,IForest,0.04003294562661673,"{""CBLOF"": 3.1739163474808505, ""COPOD"": 6.160583127315801, ""ECOD"": 5.899942983254611, ""HBOS"": 2.734149068025807, ""IForest"": 7.727099921600018, ""KNN"": 7.221393616081748, ""LODA"": 3.814107580977524, ""LOF"": 5.729347369349476, ""PCA"": 2.5394599859141636}","{""IForest"": 0.9068639636728234, ""LOF"": 0.8464597930553631, ""KNN"": 0.7162058887243465, ""ECOD"": 0.8180301787356751, ""COPOD"": 0.8296607230159323, ""HBOS"": 0.4987993138936535, ""PCA"": 0.03732224388500023, ""CBLOF"": 0.5481331538755656, ""LODA"": 0.8440332659774825}","{""smallest_K30"": 0.016604054003951357, ""random_K30"": 0.005299509105792408, ""hard_K30"": 0.00900941094351763, ""smallest_K50"": 0.04003294562661673, ""random_K50"": 0.006147845784901262, ""hard_K50"": 0.0044131917860940634}"
WaterMeterAnomaly.npz,ok,19812,5,0.0805,0.0,0.02008489069505781,0.3618640988024766,0.0,LOF,0.02432898127904462,"{""CBLOF"": 4.664744894566985, ""COPOD"": 3.8847278198433055, ""ECOD"": 3.70577158865869, ""HBOS"": 2.535884470402754, ""IForest"": 7.1194069780915825, ""KNN"": 7.633889620460581, ""LODA"": 3.8345274223301806, ""LOF"": 8.022762539672469, ""PCA"": 3.5982846659734555}","{""IForest"": 0.49311867492059774, ""LOF"": 0.9316941319780184, ""KNN"": 0.4348722854419512, ""ECOD"": 0.9517790226730762, ""COPOD"": 0.6689555381973717, ""HBOS"": 0.288390758717039, ""PCA"": 0.5959552181797536, ""CBLOF"": 0.6388346541228936, ""LODA"": 0.30563403060469563}","{""smallest_K30"": 0.013158553628114491, ""random_K30"": 0.012011218006723846, ""hard_K30"": 0.016541404792009794, ""smallest_K50"": 0.02432898127904462, ""random_K50"": 0.009456230285971276, ""hard_K50"": 0.012655674288245137}"
WaterMeterAnomaly.npz,ok,19812,5,0.0805,1.0,0.5098769308589892,0.3819460454883825,0.0,KNN,0.036804534251863724,"{""CBLOF"": 5.485699167325997, ""COPOD"": 4.3098775517805805, ""ECOD"": 2.3466086965091613, ""HBOS"": 3.58044304101938, ""IForest"": 6.594035076071253, ""KNN"": 8.504740062824352, ""LODA"": 1.8143236634631796, ""LOF"": 8.128988049106853, ""PCA"": 4.235284691899241}","{""IForest"": 0.5320984553128085, ""LOF"": 0.9575137039802621, ""KNN"": 0.4476367731212729, ""ECOD"": 0.9470382885595422, ""COPOD"": 0.6814138584833919, ""HBOS"": 0.29593861511515474, ""PCA"": 0.6006379706065539, ""CBLOF"": 0.6446111441834217, ""LODA"": 0.07322011706450934}","{""smallest_K30"": 0.036804534251863724, ""random_K30"": 0.017141762798119197, ""hard_K30"": 0.018096631690350192, ""smallest_K50"": 0.020958167918749604, ""random_K50"": 0.008923568969677843, ""hard_K50"": 0.012515828449306252}"
WaterMeterAnomaly.npz,ok,19812,5,0.0805,2.0,0.503118623304853,0.33854785219238837,0.0,KNN,0.0267972309027895,"{""CBLOF"": 4.861263701694516, ""COPOD"": 3.402022799698946, ""ECOD"": 2.8409451692414853, ""HBOS"": 3.240323904181119, ""IForest"": 7.1250572175847235, ""KNN"": 8.125057217584724, ""LODA"": 4.174208230393504, ""LOF"": 7.968336052642993, ""PCA"": 3.2627857069779918}","{""IForest"": 0.5230254396801199, ""LOF"": 0.9533447002673696, ""KNN"": 0.45022607696251665, ""ECOD"": 0.9516386278470386, ""COPOD"": 0.6810814530864495, ""HBOS"": 0.2946671472666022, ""PCA"": 0.5966067809324558, ""CBLOF"": 0.6565323166178612, ""LODA"": 0.42604909001441804}","{""smallest_K30"": 0.0267972309027895, ""random_K30"": 0.01057226622124512, ""hard_K30"": 0.01512650145469528, ""smallest_K50"": 0.010915158118620863, ""random_K50"": 0.008158972909053042, ""hard_K50"": 0.012119851402076276}"
SystemFailureMonitoring.npz,ok,25010,6,0.1201,0.0,0.012317910773158247,0.09979893396522199,0.0,KNN,0.006960060938559334,"{""CBLOF"": 4.203232327783295, ""COPOD"": 4.181544425939906, ""ECOD"": 3.68068347028263, ""HBOS"": 5.244860271870666, ""IForest"": 6.64180947655489, ""KNN"": 7.269390856223295, ""LODA"": 3.29156419370303, ""LOF"": 5.649846283555469, ""PCA"": 4.837068694086823}","{""IForest"": 0.48424239700932115, ""LOF"": 0.9927085635854377, ""KNN"": 0.987496147650623, ""ECOD"": 0.9717855974103133, ""COPOD"": 0.978778301813286, ""HBOS"": 0.9998083848606338, ""PCA"": 0.9998140584237812, ""CBLOF"": 0.6930249063370373, ""LODA"": 0.9924777630366}","{""smallest_K30"": 0.005260196333068974, ""random_K30"": 0.0019001325164923445, ""hard_K30"": 0.006960060938559334, ""smallest_K50"": 0.006838558420214329, ""random_K50"": 0.0019271488349844417, ""hard_K50"": 0.005002167829746058}"
SystemFailureMonitoring.npz,ok,25010,6,0.1201,1.0,0.5333542725637229,0.10000837249814987,0.0,IForest,0.010472143493252796,"{""CBLOF"": 3.587232257435253, ""COPOD"": 4.603968629950417, ""ECOD"": 3.496804521250435, ""HBOS"": 4.743286382643022, ""IForest"": 7.733382927109595, ""KNN"": 7.605627944291445, ""LODA"": 2.6008444989388346, ""LOF"": 5.40254802170491, ""PCA"": 5.226304816676086}","{""IForest"": 0.46641685589890947, ""LOF"": 0.9930981482548953, ""KNN"": 0.9869098038112123, ""ECOD"": 0.9718863598918119, ""COPOD"": 0.9766181115567758, ""HBOS"": 0.9997711284626324, ""PCA"": 0.9997548264245221, ""CBLOF"": 0.7045710612271268, ""LODA"": 0.9988385081524565}","{""smallest_K30"": 0.010472143493252796, ""random_K30"": 0.0033694475314131373, ""hard_K30"": 0.006623046779628565, ""smallest_K50"": 0.006470715898125575, ""random_K50"": 0.0016571461799173262, ""hard_K50"": 0.0032629880674509156}"
SystemFailureMonitoring.npz,ok,25010,6,0.1201,2.0,0.45140517516710166,0.0938508376036773,0.0,IForest,0.008431432089473135,"{""CBLOF"": 2.619796203851546, ""COPOD"": 3.9050644419286167, ""ECOD"": 3.3124808563365145, ""HBOS"": 6.291453519684864, ""IForest"": 7.125158866525634, ""KNN"": 6.189660181687018, ""LODA"": 3.053572662127818, ""LOF"": 6.140412032787235, ""PCA"": 6.3624012350707435}","{""IForest"": 0.5485544290632887, ""LOF"": 0.9930620643932774, ""KNN"": 0.9893178153060025, ""ECOD"": 0.9739285400348553, ""COPOD"": 0.9781191850705708, ""HBOS"": 0.9999596042303903, ""PCA"": 0.9999284374568337, ""CBLOF"": 0.6752615853024758, ""LODA"": 0.9968472387827227}","{""smallest_K30"": 0.006868333241700565, ""random_K30"": 0.004389238594715024, ""hard_K30"": 0.008431432089473135, ""smallest_K50"": 0.005830655936309995, ""random_K50"": 0.002899741696494946, ""hard_K50"": 0.004705503591439155}"
WaterChemistry.npz,ok,6783,25,0.1259,0.0,0.0,0.2202391236952581,0.0,LOF,0.002775950355766944,"{""CBLOF"": 4.456773723908336, ""COPOD"": 3.712740108379501, ""ECOD"": 3.3292391290863077, ""HBOS"": 3.930575133136364, ""IForest"": 6.41584415387022, ""KNN"": 5.241853689905575, ""LODA"": 2.449451703952811, ""LOF"": 6.463522357760887}","{""IForest"": 0.8376847767277094, ""LOF"": 0.9189075514096939, ""KNN"": 0.7016490199872834, ""ECOD"": 0.59285141640766, ""COPOD"": 0.6824664015386377, ""HBOS"": 0.8481424582660312, ""CBLOF"": 0.5567728100280003, ""LODA"": 0.45087298735047054}","{""smallest_K30"": 0.001002582114272427, ""random_K30"": 0.0011164419960385489, ""hard_K30"": 0.002775950355766944, ""smallest_K50"": 0.0021382138782079815, ""random_K50"": 0.0020683753848371586, ""hard_K50"": 0.002551977139072543}"
WaterChemistry.npz,ok,6783,25,0.1259,1.0,0.0,0.20343872057296075,0.0,LOF,0.004472881325502147,"{""CBLOF"": 3.528324784980737, ""COPOD"": 3.4667194160919736, ""ECOD"": 3.4213432252367824, ""HBOS"": 5.404706628905561, ""IForest"": 6.330368641827944, ""KNN"": 4.9131172364980875, ""LODA"": 1.6706488815104665, ""LOF"": 7.264771184948448}","{""IForest"": 0.8430192606166398, ""LOF"": 0.9313191370043165, ""KNN"": 0.7221536584113645, ""ECOD"": 0.6113833917167895, ""COPOD"": 0.7036562392629072, ""HBOS"": 0.862239890842025, ""CBLOF"": 0.5399617315203527, ""LODA"": 0.60931002207645}","{""smallest_K30"": 0.0017515532213007651, ""random_K30"": 0.0011668063794462943, ""hard_K30"": 0.003263108945402591, ""smallest_K50"": 0.0026796533037969123, ""random_K50"": 0.003484597020369035, ""hard_K50"": 0.004472881325502147}"
WaterChemistry.npz,ok,6783,25,0.1259,2.0,0.0,0.2403911041581922,0.0,LOF,0.0030459647984101474,"{""CBLOF"": 4.582504591912415, ""COPOD"": 2.757973612916981, ""ECOD"": 3.0814736138798606, ""HBOS"": 4.027111757346245, ""IForest"": 5.7080095625712355, ""KNN"": 4.371112961120985, ""LODA"": 3.8997203031565277, ""LOF"": 7.572093597095748}","{""IForest"": 0.8250322853272568, ""LOF"": 0.9247840733617417, ""KNN"": 0.7079816832602059, ""ECOD"": 0.6109440348168129, ""COPOD"": 0.6964191918992461, ""HBOS"": 0.851403078855184, ""CBLOF"": 0.570479757988397, ""LODA"": 0.28809964811955246}","{""smallest_K30"": 0.0030459647984101474, ""random_K30"": 0.002003504269626771, ""hard_K30"": 0.002945254347546718, ""smallest_K50"": 0.002374131495094079, ""random_K50"": 0.0012086783323897246, ""hard_K50"": 0.0026590604500244253}"
PoliticalInterestMisinformation.npz,ok,23680,9,0.273,0.0,0.0,0.3391690731573157,0.0,KNN,0.05900821037702653,"{""CBLOF"": 4.211611769024278, ""COPOD"": 2.0989864143913852, ""ECOD"": 2.6858821457490376, ""HBOS"": 5.371071532999935, ""IForest"": 6.528950983423388, ""KNN"": 9.000000000000002, ""LODA"": 2.6179600150845217, ""LOF"": 8.0, ""PCA"": 4.485537139327458}","{""IForest"": 0.6122161622738929, ""LOF"": 1.0, ""KNN"": 1.0, ""ECOD"": 0.5481822490829222, ""COPOD"": 0.560873507592484, ""HBOS"": 0.5140250550534147, ""PCA"": 0.6403667125205552, ""CBLOF"": 0.5589172157633883, ""LODA"": 0.5128974392975012}","{""smallest_K30"": 0.027826623528931917, ""random_K30"": 0.03936267116699661, ""hard_K30"": 0.05900821037702653, ""smallest_K50"": 0.02110495931525392, ""random_K50"": 0.03490285692586309, ""hard_K50"": 0.050703047888136774}"
PoliticalInterestMisinformation.npz,ok,23680,9,0.273,1.0,0.0,0.3428411674645978,0.0,KNN,0.05412800292716015,"{""CBLOF"": 3.4323648800954993, ""COPOD"": 1.9384651891404445, ""ECOD"": 2.830879876592827, ""HBOS"": 5.494885350148105, ""IForest"": 6.5361998669241475, ""KNN"": 9.0, ""LODA"": 2.893294925503345, ""LOF"": 8.0, ""PCA"": 4.873909911595629}","{""IForest"": 0.6046081361184898, ""LOF"": 1.0, ""KNN"": 1.0, ""ECOD"": 0.5452847576787295, ""COPOD"": 0.5553114327112154, ""HBOS"": 0.5109212930221594, ""PCA"": 0.6332317791883718, ""CBLOF"": 0.563496854911972, ""LODA"": 0.5015752391876819}","{""smallest_K30"": 0.018310194746569593, ""random_K30"": 0.04316624021205618, ""hard_K30"": 0.0467361508492033, ""smallest_K50"": 0.020584901113693828, ""random_K50"": 0.0345478280381566, ""hard_K50"": 0.05412800292716015}"
PoliticalInterestMisinformation.npz,ok,23680,9,0.273,2.0,0.0,0.3463348662283475,0.0,KNN,0.05631493270931315,"{""CBLOF"": 3.087110257098366, ""COPOD"": 1.8540671688858512, ""ECOD"": 3.193894872017127, ""HBOS"": 5.180217178984025, ""IForest"": 6.539441703660805, ""KNN"": 9.0, ""LODA"": 3.571895520852497, ""LOF"": 8.0, ""PCA"": 4.573373298501324}","{""IForest"": 0.587986640563011, ""LOF"": 1.0, ""KNN"": 1.0, ""ECOD"": 0.5360736422074263, ""COPOD"": 0.5526480171427421, ""HBOS"": 0.511624239242304, ""PCA"": 0.629000760757696, ""CBLOF"": 0.5629535078943434, ""LODA"": 0.5026993961373489}","{""smallest_K30"": 0.022885686614487002, ""random_K30"": 0.04424566577834731, ""hard_K30"": 0.05631493270931315, ""smallest_K50"": 0.022769846445738134, ""random_K50"": 0.03990063871898776, ""hard_K50"": 0.05450577833603899}"
BuildingInspections.npz,ok,27619,5,0.1063,0.0,0.16210449275867422,0.16673889991749546,0.0,KNN,0.03888746489673418,"{""CBLOF"": 4.170692261048091, ""COPOD"": 3.719244234556902, ""ECOD"": 3.0318121871181454, ""HBOS"": 6.347352974062251, ""IForest"": 5.116681731154481, ""KNN"": 8.703644000384783, ""LODA"": 3.459517581992129, ""LOF"": 8.29635599961522, ""PCA"": 2.154699030068003}","{""IForest"": 0.7145575995188438, ""LOF"": 0.6027849713890765, ""KNN"": 0.5754016795611071, ""ECOD"": 0.7375061723197813, ""COPOD"": 0.7048163935433136, ""HBOS"": 0.43721531846409567, ""PCA"": 0.4852065152091825, ""CBLOF"": 0.43621249550123725, ""LODA"": 0.443204306113935}","{""smallest_K30"": 0.010060268091570426, ""random_K30"": 0.016242210780915114, ""hard_K30"": 0.038028294213389706, ""smallest_K50"": 0.012223015478219319, ""random_K50"": 0.012878383269201476, ""hard_K50"": 0.03888746489673418}"
BuildingInspections.npz,ok,27619,5,0.1063,1.0,0.15773813077139942,0.1766090790525069,0.0,KNN,0.040580316350485965,"{""CBLOF"": 5.122656207114624, ""COPOD"": 2.0127996590814528, ""ECOD"": 3.320826122619479, ""HBOS"": 6.4264791681975515, ""IForest"": 5.118452704659526, ""KNN"": 8.719947107562119, ""LODA"": 3.6324828872237624, ""LOF"": 8.280052892437883, ""PCA"": 2.3663032511036066}","{""IForest"": 0.7352722670210237, ""LOF"": 0.5685755338388051, ""KNN"": 0.5791298469747783, ""ECOD"": 0.7368679777461777, ""COPOD"": 0.7061131069188987, ""HBOS"": 0.4437785949643533, ""PCA"": 0.4544912231424294, ""CBLOF"": 0.4546204838546607, ""LODA"": 0.36348105378191103}","{""smallest_K30"": 0.01081906881803532, ""random_K30"": 0.025034136478168524, ""hard_K30"": 0.039141371285537574, ""smallest_K50"": 0.010398439562703083, ""random_K50"": 0.01892899648025335, ""hard_K50"": 0.040580316350485965}"
BuildingInspections.npz,ok,27619,5,0.1063,2.0,0.1569785084224774,0.16589286221610922,0.0,KNN,0.03503685363195634,"{""CBLOF"": 4.426519981467435, ""COPOD"": 3.4945667973427423, ""ECOD"": 3.2688793422106315, ""HBOS"": 5.417328496938834, ""IForest"": 6.34774596595133, ""KNN"": 9.0, ""LODA"": 2.009633140386842, ""LOF"": 7.900889149809072, ""PCA"": 3.134437125893114}","{""IForest"": 0.7198566676063891, ""LOF"": 0.5701450887658086, ""KNN"": 0.5772150562159877, ""ECOD"": 0.7341935646384651, ""COPOD"": 0.7068020948102824, ""HBOS"": 0.4418837833706404, ""PCA"": 0.46060426104866803, ""CBLOF"": 0.4485567209876816, ""LODA"": 0.45544908435727993}","{""smallest_K30"": 0.013104689699260593, ""random_K30"": 0.01869368408930553, ""hard_K30"": 0.03503685363195634, ""smallest_K50"": 0.012398869039061483, ""random_K50"": 0.023714780718652222, ""hard_K50"": 0.029273676397034872}"
ProsperLoan.npz,ok,12922,33,0.2349,0.0,0.029843934015521545,0.042227424976961414,0.0,PCA,0.011477277717415068,"{""CBLOF"": 3.3127627713522, ""COPOD"": 5.060424215828708, ""ECOD"": 4.369976462549451, ""HBOS"": 4.997498471927244, ""IForest"": 7.330782070107775, ""KNN"": 4.104522045890756, ""LODA"": 2.6924805859456424, ""LOF"": 5.132455473784918, ""PCA"": 7.999097902613309}","{""IForest"": 0.5448698450667391, ""LOF"": 0.557914322789565, ""KNN"": 0.579147059166482, ""ECOD"": 0.5393203325543082, ""COPOD"": 0.5465780921270715, ""HBOS"": 0.45502904269868055, ""PCA"": 0.5493031251509605, ""CBLOF"": 0.5597651597556648, ""LODA"": 0.5003497283962134}","{""smallest_K30"": 0.011477277717415068, ""random_K30"": 0.00476875300196751, ""hard_K30"": 0.004910368578398202, ""smallest_K50"": 0.00803081959746668, ""random_K50"": 0.0008241187792110159, ""hard_K50"": 0.002187039715909059}"
ProsperLoan.npz,ok,12922,33,0.2349,1.0,0.018989444015971357,0.030691831730584984,0.0,IForest,0.011836999696025901,"{""CBLOF"": 3.8220320234095393, ""COPOD"": 4.483120358685786, ""ECOD"": 5.054441945097347, ""HBOS"": 6.408540934665688, ""IForest"": 7.160275984001911, ""KNN"": 3.4508524044945936, ""LODA"": 3.0751631572244484, ""LOF"": 4.857180510446198}","{""IForest"": 0.5492036786863073, ""LOF"": 0.5523408231901826, ""KNN"": 0.5681931227022786, ""ECOD"": 0.5401262320450824, ""COPOD"": 0.547223244819872, ""HBOS"": 0.449971265468756, ""CBLOF"": 0.5543668991526228, ""LODA"": 0.5385850617084469}","{""smallest_K30"": 0.009163937511603382, ""random_K30"": 0.011836999696025901, ""hard_K30"": 0.009778390970649174, ""smallest_K50"": 0.00518289076995199, ""random_K50"": 0.0010833607522303702, ""hard_K50"": 0.011811694428287733}"
