dataset,seed,contam,contam_label,regret,random_regret
40_vowels,2,0.034340659340659344,natural,0.0,0.21982663514578404
41_Waveform,0,0.0,0.000,0.0,0.07512892376681612
41_Waveform,0,0.005,0.005,0.0,0.07512892376681612
41_Waveform,0,0.01,0.010,0.0,0.07512892376681612
41_Waveform,0,0.02,0.020,0.0,0.07512892376681612
41_Waveform,0,0.05,0.050,0.0,0.07512892376681612
41_Waveform,0,0.02904443799012489,natural,0.0,0.07512892376681612
41_Waveform,1,0.0,0.000,0.0023467862481315604,0.06787078558379012
41_Waveform,1,0.005,0.005,0.0023467862481315604,0.06787078558379012
41_Waveform,1,0.01,0.010,0.0023467862481315604,0.06787078558379012
41_Waveform,1,0.02,0.020,0.0023467862481315604,0.06787078558379012
41_Waveform,1,0.05,0.050,0.0023467862481315604,0.06787078558379012
41_Waveform,1,0.02904443799012489,natural,0.0023467862481315604,0.06787078558379012
41_Waveform,2,0.0,0.000,0.0,0.0713718651386811
41_Waveform,2,0.005,0.005,0.0,0.0713718651386811
41_Waveform,2,0.01,0.010,0.0,0.0713718651386811
41_Waveform,2,0.02,0.020,0.0,0.0713718651386811
41_Waveform,2,0.05,0.050,0.0,0.0713718651386811
41_Waveform,2,0.02904443799012489,natural,0.0,0.0713718651386811
42_WBC,0,0.0,0.000,0.0,0.002067183462532318
42_WBC,0,0.005,0.005,0.0,0.002067183462532318
42_WBC,0,0.01,0.010,0.0,0.002067183462532318
42_WBC,0,0.02,0.020,0.011627906976744207,0.002067183462532318
42_WBC,0,0.05,0.050,0.0,0.002067183462532318
42_WBC,0,0.04484304932735426,natural,0.0,0.002067183462532318
42_WBC,1,0.0,0.000,0.03488372093023262,0.01136950904392764
42_WBC,1,0.005,0.005,0.0,0.01136950904392764
42_WBC,1,0.01,0.010,0.0,0.01136950904392764
42_WBC,1,0.02,0.020,0.0,0.01136950904392764
42_WBC,1,0.05,0.050,0.0,0.01136950904392764
42_WBC,1,0.04484304932735426,natural,0.0,0.01136950904392764
42_WBC,2,0.0,0.000,0.0,0.006718346253229979
42_WBC,2,0.005,0.005,0.011627906976744318,0.006718346253229979
42_WBC,2,0.01,0.010,0.0,0.006718346253229979
42_WBC,2,0.02,0.020,0.0,0.006718346253229979
42_WBC,2,0.05,0.050,0.0,0.006718346253229979
42_WBC,2,0.04484304932735426,natural,0.0,0.006718346253229979
43_WDBC,0,0.0,0.000,0.04861111111111116,0.015277777777777835
43_WDBC,0,0.005,0.005,0.04861111111111116,0.015277777777777835
43_WDBC,0,0.01,0.010,0.012500000000000067,0.015277777777777835
43_WDBC,0,0.02,0.020,0.04861111111111116,0.015277777777777835
43_WDBC,0,0.05,0.050,0.04861111111111116,0.015277777777777835
43_WDBC,0,0.027247956403269755,natural,0.04861111111111116,0.015277777777777835
43_WDBC,1,0.0,0.000,0.0,0.008487654320987748
43_WDBC,1,0.005,0.005,0.05277777777777781,0.008487654320987748
43_WDBC,1,0.01,0.010,0.05277777777777781,0.008487654320987748
43_WDBC,1,0.02,0.020,0.05277777777777781,0.008487654320987748
43_WDBC,1,0.05,0.050,0.0,0.008487654320987748
43_WDBC,1,0.027247956403269755,natural,0.001388888888888884,0.008487654320987748
43_WDBC,2,0.0,0.000,0.04444444444444451,0.009259259259259078
43_WDBC,2,0.005,0.005,0.0,0.009259259259259078
43_WDBC,2,0.01,0.010,0.0,0.009259259259259078
43_WDBC,2,0.02,0.020,0.0,0.009259259259259078
43_WDBC,2,0.05,0.050,0.002777777777777768,0.009259259259259078
43_WDBC,2,0.027247956403269755,natural,0.04444444444444451,0.009259259259259078
44_Wilt,0,0.0,0.000,0.0,0.36513297619199814
44_Wilt,0,0.005,0.005,0.0,0.36513297619199814
44_Wilt,0,0.01,0.010,0.0,0.36513297619199814
44_Wilt,0,0.02,0.020,0.0,0.36513297619199814
44_Wilt,0,0.05,0.050,0.0,0.36513297619199814
44_Wilt,0,0.05333056650757419,natural,0.11990231886158009,0.36513297619199814
44_Wilt,1,0.0,0.000,0.10667359924309905,0.3683710197469514
44_Wilt,1,0.005,0.005,0.0,0.3683710197469514
44_Wilt,1,0.01,0.010,0.3877114400296622,0.3683710197469514
44_Wilt,1,0.02,0.020,0.10667359924309905,0.3683710197469514
44_Wilt,1,0.05,0.050,0.0,0.3683710197469514
44_Wilt,1,0.05333056650757419,natural,0.10667359924309905,0.3683710197469514
44_Wilt,2,0.0,0.000,0.11905421473655486,0.36264122638413565
44_Wilt,2,0.005,0.005,0.11905421473655486,0.36264122638413565
44_Wilt,2,0.01,0.010,0.38334732634109114,0.36264122638413565
44_Wilt,2,0.02,0.020,0.0,0.36264122638413565
44_Wilt,2,0.05,0.050,0.0,0.36264122638413565
44_Wilt,2,0.05333056650757419,natural,0.11905421473655486,0.36264122638413565
47_yeast,0,0.0,0.000,0.033782151914020064,0.063692768363098
47_yeast,0,0.005,0.005,0.048575051322304,0.063692768363098
47_yeast,0,0.01,0.010,0.033782151914020064,0.063692768363098
47_yeast,0,0.02,0.020,0.033782151914020064,0.063692768363098
47_yeast,0,0.05,0.050,0.033782151914020064,0.063692768363098
47_yeast,0,0.341644204851752,natural,0.033782151914020064,0.063692768363098
47_yeast,1,0.0,0.000,0.03219216680755138,0.052271598974895694
47_yeast,1,0.005,0.005,0.03219216680755138,0.052271598974895694
47_yeast,1,0.01,0.010,0.03219216680755138,0.052271598974895694
47_yeast,1,0.02,0.020,0.03219216680755138,0.052271598974895694
47_yeast,1,0.05,0.050,0.03219216680755138,0.052271598974895694
47_yeast,1,0.341644204851752,natural,0.03219216680755138,0.052271598974895694
47_yeast,2,0.0,0.000,0.02780461296944814,0.06719811527503833
47_yeast,2,0.005,0.005,0.059644567886326105,0.06719811527503833
47_yeast,2,0.01,0.010,0.02780461296944814,0.06719811527503833
47_yeast,2,0.02,0.020,0.02780461296944814,0.06719811527503833
