dataset,aggregation,spearman_rho,kendall_tau,top1_hit,top3_hit_ratio,n_detectors,note,K,selection,seed,true_spread
14_glass,varweight,0.04242424242424241,0.06666666666666667,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.5501355013550135
18_Ionosphere,borda,0.9151515151515152,0.7777777777777777,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.21516754850088182
18_Ionosphere,mean,0.9151515151515152,0.7777777777777777,0,1.0,10,,50,composite_top_quartile,0,0.21516754850088182
18_Ionosphere,varweight,0.9393939393939393,0.8222222222222221,0,1.0,10,,50,composite_top_quartile,0,0.21516754850088182
19_landsat,borda,0.6606060606060605,0.5111111111111111,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.4071020203630732
19_landsat,mean,0.6848484848484848,0.5555555555555555,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.4071020203630732
19_landsat,varweight,0.6363636363636362,0.5111111111111111,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.4071020203630732
20_letter,borda,0.8870370532810664,0.760638829255665,0,1.0,9,,50,composite_top_quartile,0,0.399
20_letter,mean,0.9,0.7777777777777778,0,1.0,9,,50,composite_top_quartile,0,0.399
20_letter,varweight,0.8833333333333333,0.7222222222222222,0,0.6666666666666666,9,,50,composite_top_quartile,0,0.399
22_magic.gamma,borda,0.6606060606060605,0.5555555555555555,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.20104772955161232
22_magic.gamma,mean,0.6606060606060605,0.5555555555555555,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.20104772955161232
22_magic.gamma,varweight,0.5757575757575757,0.5111111111111111,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.20104772955161232
23_mammography,borda,0.12727272727272726,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.09106935398697413
23_mammography,mean,0.12727272727272726,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.09106935398697413
23_mammography,varweight,0.12727272727272726,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.09106935398697413
25_musk,borda,0.7176240840571118,0.4787549991450211,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.04961666174092949
25_musk,mean,0.7176240840571118,0.4787549991450211,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.04961666174092949
25_musk,varweight,0.7176240840571118,0.4787549991450211,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.04961666174092949
26_optdigits,borda,0.049999999999999996,0.05555555555555555,1,0.3333333333333333,9,,50,composite_top_quartile,0,0.4813412228796844
26_optdigits,mean,0.08333333333333334,0.05555555555555555,1,0.3333333333333333,9,,50,composite_top_quartile,0,0.4813412228796844
26_optdigits,varweight,0.13333333333333333,0.1111111111111111,1,0.3333333333333333,9,,50,composite_top_quartile,0,0.4813412228796844
27_PageBlocks,borda,0.4666666666666666,0.3333333333333333,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.2840909547032733
27_PageBlocks,mean,0.5151515151515151,0.37777777777777777,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.2840909547032733
27_PageBlocks,varweight,0.6363636363636362,0.4222222222222222,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.2840909547032733
28_pendigits,borda,0.8328305948416885,0.6741998624632421,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.09551902552647151
28_pendigits,mean,0.7818181818181817,0.6,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.09551902552647151
28_pendigits,varweight,0.8060606060606059,0.6444444444444444,1,0.6666666666666666,10,,50,composite_top_quartile,0,0.09551902552647151
29_Pima,borda,0.04242424242424241,-0.06666666666666667,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.11858208955223892
29_Pima,mean,0.06666666666666665,-0.06666666666666667,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.11858208955223892
29_Pima,varweight,0.10303030303030303,0.022222222222222223,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.11858208955223892
30_satellite,borda,0.7818181818181817,0.6888888888888888,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.2993771209144489
30_satellite,mean,0.6848484848484848,0.6,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.2993771209144489
30_satellite,varweight,0.6848484848484848,0.6,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.2993771209144489
31_satimage-2,borda,0.9393939393939393,0.8222222222222221,1,1.0,10,,50,composite_top_quartile,0,0.036396232670653395
31_satimage-2,mean,0.9393939393939393,0.8222222222222221,1,1.0,10,,50,composite_top_quartile,0,0.036396232670653395
31_satimage-2,varweight,0.9393939393939393,0.8222222222222221,1,1.0,10,,50,composite_top_quartile,0,0.036396232670653395
32_shuttle,borda,0.6363636363636362,0.5111111111111111,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.02991837954340104
32_shuttle,mean,0.6,0.4666666666666666,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.02991837954340104
32_shuttle,varweight,0.6,0.4666666666666666,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.02991837954340104
35_SpamBase,borda,0.3696969696969697,0.19999999999999998,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.3140591637691359
35_SpamBase,mean,0.3696969696969697,0.19999999999999998,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.3140591637691359
35_SpamBase,varweight,0.3696969696969697,0.19999999999999998,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.3140591637691359
36_speech,borda,0.12727272727272726,0.19999999999999998,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.046896551724137925
36_speech,mean,0.12727272727272726,0.19999999999999998,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.046896551724137925
36_speech,varweight,0.17575757575757575,0.24444444444444444,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.046896551724137925
37_Stamps,borda,0.41818181818181815,0.28888888888888886,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.11134235171696139
37_Stamps,mean,0.4666666666666666,0.37777777777777777,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.11134235171696139
37_Stamps,varweight,0.4545454545454545,0.3333333333333333,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.11134235171696139
38_thyroid,borda,0.22424242424242422,0.1111111111111111,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.073851683029453
38_thyroid,mean,0.2727272727272727,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.073851683029453
38_thyroid,varweight,0.38181818181818183,0.24444444444444444,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.073851683029453
39_vertebral,borda,-0.5151515151515151,-0.37777777777777777,0,0.0,10,,50,composite_top_quartile,0,0.20793650793650797
39_vertebral,mean,-0.4545454545454545,-0.3333333333333333,0,0.0,10,,50,composite_top_quartile,0,0.20793650793650797
39_vertebral,varweight,-0.5151515151515151,-0.37777777777777777,0,0.0,10,,50,composite_top_quartile,0,0.20793650793650797
40_vowels,borda,0.9999999999999999,0.9999999999999999,1,1.0,10,,50,composite_top_quartile,0,0.5124822695035461
40_vowels,mean,0.9999999999999999,0.9999999999999999,1,1.0,10,,50,composite_top_quartile,0,0.5124822695035461
40_vowels,varweight,0.9999999999999999,0.9999999999999999,1,1.0,10,,50,composite_top_quartile,0,0.5124822695035461
41_Waveform,borda,0.8499999999999999,0.6666666666666666,0,1.0,9,,50,composite_top_quartile,0,0.21808669656203283
41_Waveform,mean,0.9166666666666666,0.7777777777777778,0,1.0,9,,50,composite_top_quartile,0,0.21808669656203283
41_Waveform,varweight,0.8166666666666667,0.6666666666666666,1,0.6666666666666666,9,,50,composite_top_quartile,0,0.21808669656203283
42_WBC,borda,-0.040967324519935136,0.05443310539518173,0,0.0,10,,50,composite_top_quartile,0,0.011627906976744207
42_WBC,mean,-0.040967324519935136,0.05443310539518173,0,0.0,10,,50,composite_top_quartile,0,0.011627906976744207
42_WBC,varweight,-0.040967324519935136,0.05443310539518173,0,0.0,10,,50,composite_top_quartile,0,0.011627906976744207
43_WDBC,borda,-0.8210653934707497,-0.629940788348712,0,0.0,10,,50,composite_top_quartile,0,0.04861111111111116
43_WDBC,mean,-0.8210653934707497,-0.629940788348712,0,0.0,10,,50,composite_top_quartile,0,0.04861111111111116
43_WDBC,varweight,-0.8210653934707497,-0.629940788348712,0,0.0,10,,50,composite_top_quartile,0,0.04861111111111116
44_Wilt,borda,0.406060606060606,0.24444444444444444,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.5430210406535941
44_Wilt,mean,0.5151515151515151,0.28888888888888886,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.5430210406535941
44_Wilt,varweight,0.5636363636363636,0.3333333333333333,0,0.6666666666666666,10,,50,composite_top_quartile,0,0.5430210406535941
47_yeast,borda,0.07878787878787878,0.06666666666666667,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.12056716177595295
47_yeast,mean,0.18787878787878787,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.12056716177595295
47_yeast,varweight,0.19999999999999998,0.15555555555555553,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.12056716177595295
6_cardio,borda,0.13373921960961418,0.08989331499509895,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.12462235649546827
6_cardio,mean,0.2121212121212121,0.06666666666666667,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.12462235649546827
6_cardio,varweight,0.2121212121212121,0.06666666666666667,0,0.0,10,,50,composite_top_quartile,0,0.12462235649546827
14_glass,borda,0.5030303030303029,0.37777777777777777,1,0.6666666666666666,10,,50,random,0,0.5501355013550135
14_glass,mean,0.4787878787878787,0.28888888888888886,1,0.6666666666666666,10,,50,random,0,0.5501355013550135
14_glass,varweight,0.406060606060606,0.24444444444444444,0,0.6666666666666666,10,,50,random,0,0.5501355013550135
18_Ionosphere,borda,0.7939393939393938,0.6,1,0.3333333333333333,10,,50,random,0,0.21516754850088182
18_Ionosphere,mean,0.8181818181818182,0.6444444444444444,0,0.6666666666666666,10,,50,random,0,0.21516754850088182
18_Ionosphere,varweight,0.6969696969696969,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.21516754850088182
19_landsat,borda,0.9393939393939393,0.8222222222222221,0,1.0,10,,50,random,0,0.4071020203630732
19_landsat,mean,0.9393939393939393,0.8222222222222221,0,0.6666666666666666,10,,50,random,0,0.4071020203630732
19_landsat,varweight,0.9393939393939393,0.8222222222222221,0,0.6666666666666666,10,,50,random,0,0.4071020203630732
20_letter,borda,0.6806963035209745,0.5716619504750294,1,0.6666666666666666,9,,50,random,0,0.399
20_letter,mean,0.7,0.611111111111111,1,0.6666666666666666,9,,50,random,0,0.399
20_letter,varweight,0.8666666666666667,0.7222222222222222,1,0.6666666666666666,9,,50,random,0,0.399
22_magic.gamma,borda,0.9300954818304988,0.8090398349558905,0,1.0,10,,50,random,0,0.20104772955161232
22_magic.gamma,mean,0.9393939393939393,0.8222222222222221,0,1.0,10,,50,random,0,0.20104772955161232
22_magic.gamma,varweight,0.9393939393939393,0.8222222222222221,0,1.0,10,,50,random,0,0.20104772955161232
23_mammography,borda,0.18787878787878787,0.1111111111111111,0,0.0,10,,50,random,0,0.09106935398697413
23_mammography,mean,0.0303030303030303,0.022222222222222223,0,0.0,10,,50,random,0,0.09106935398697413
23_mammography,varweight,-0.07878787878787878,-0.022222222222222223,0,0.0,10,,50,random,0,0.09106935398697413
25_musk,borda,0.49781130155313164,0.3779644730092272,0,0.6666666666666666,10,,50,random,0,0.04961666174092949
25_musk,mean,0.49781130155313164,0.3779644730092272,0,0.6666666666666666,10,,50,random,0,0.04961666174092949
25_musk,varweight,0.49781130155313164,0.3779644730092272,0,0.6666666666666666,10,,50,random,0,0.04961666174092949
26_optdigits,borda,0.8666666666666667,0.7222222222222222,1,0.6666666666666666,9,,50,random,0,0.4813412228796844
26_optdigits,mean,0.8499999999999999,0.7222222222222222,1,1.0,9,,50,random,0,0.4813412228796844
26_optdigits,varweight,0.7999999999999999,0.611111111111111,0,1.0,9,,50,random,0,0.4813412228796844
27_PageBlocks,borda,-0.024316221747202584,-0.08989331499509895,0,0.3333333333333333,10,,50,random,0,0.2840909547032733
27_PageBlocks,mean,-0.16363636363636364,-0.19999999999999998,0,0.3333333333333333,10,,50,random,0,0.2840909547032733
27_PageBlocks,varweight,-0.04242424242424241,-0.022222222222222223,0,0.0,10,,50,random,0,0.2840909547032733
28_pendigits,borda,0.7696969696969697,0.6,0,0.6666666666666666,10,,50,random,0,0.09551902552647151
28_pendigits,mean,0.7818181818181817,0.6444444444444444,0,0.6666666666666666,10,,50,random,0,0.09551902552647151
28_pendigits,varweight,0.8545454545454544,0.6888888888888888,0,0.6666666666666666,10,,50,random,0,0.09551902552647151
29_Pima,borda,0.406060606060606,0.24444444444444444,0,0.3333333333333333,10,,50,random,0,0.11858208955223892
29_Pima,mean,0.4545454545454545,0.24444444444444444,0,0.0,10,,50,random,0,0.11858208955223892
29_Pima,varweight,0.5151515151515151,0.3333333333333333,0,0.0,10,,50,random,0,0.11858208955223892
30_satellite,borda,0.7454545454545454,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.2993771209144489
30_satellite,mean,0.7818181818181817,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.2993771209144489
30_satellite,varweight,0.8545454545454544,0.6888888888888888,0,0.6666666666666666,10,,50,random,0,0.2993771209144489
31_satimage-2,borda,0.2606060606060606,0.1111111111111111,0,0.6666666666666666,10,,50,random,0,0.036396232670653395
31_satimage-2,mean,0.4666666666666666,0.3333333333333333,0,0.6666666666666666,10,,50,random,0,0.036396232670653395
31_satimage-2,varweight,0.6363636363636362,0.5111111111111111,0,0.6666666666666666,10,,50,random,0,0.036396232670653395
32_shuttle,borda,0.4863244349440517,0.3595732599803958,1,0.6666666666666666,10,,50,random,0,0.02991837954340104
32_shuttle,mean,0.3696969696969697,0.19999999999999998,1,0.6666666666666666,10,,50,random,0,0.02991837954340104
32_shuttle,varweight,0.6363636363636362,0.5111111111111111,1,0.6666666666666666,10,,50,random,0,0.02991837954340104
35_SpamBase,borda,0.35757575757575755,0.28888888888888886,0,0.3333333333333333,10,,50,random,0,0.3140591637691359
35_SpamBase,mean,0.10303030303030303,0.06666666666666667,0,0.6666666666666666,10,,50,random,0,0.3140591637691359
35_SpamBase,varweight,-0.1515151515151515,-0.1111111111111111,0,0.3333333333333333,10,,50,random,0,0.3140591637691359
36_speech,borda,0.2606060606060606,0.24444444444444444,0,0.3333333333333333,10,,50,random,0,0.046896551724137925
36_speech,mean,0.34545454545454546,0.3333333333333333,0,0.6666666666666666,10,,50,random,0,0.046896551724137925
36_speech,varweight,0.19999999999999998,0.19999999999999998,0,0.3333333333333333,10,,50,random,0,0.046896551724137925
37_Stamps,borda,0.2727272727272727,0.19999999999999998,0,0.3333333333333333,10,,50,random,0,0.11134235171696139
37_Stamps,mean,0.16363636363636364,0.1111111111111111,0,0.3333333333333333,10,,50,random,0,0.11134235171696139
37_Stamps,varweight,0.33333333333333326,0.24444444444444444,0,0.3333333333333333,10,,50,random,0,0.11134235171696139
38_thyroid,borda,0.35757575757575755,0.24444444444444444,0,0.0,10,,50,random,0,0.073851683029453
38_thyroid,mean,0.33333333333333326,0.19999999999999998,0,0.0,10,,50,random,0,0.073851683029453
38_thyroid,varweight,-0.0303030303030303,-0.022222222222222223,0,0.0,10,,50,random,0,0.073851683029453
39_vertebral,borda,0.18787878787878787,0.1111111111111111,0,0.3333333333333333,10,,50,random,0,0.20793650793650797
39_vertebral,mean,0.35757575757575755,0.28888888888888886,0,0.6666666666666666,10,,50,random,0,0.20793650793650797
39_vertebral,varweight,0.5515151515151515,0.3333333333333333,0,0.6666666666666666,10,,50,random,0,0.20793650793650797
40_vowels,borda,0.7212121212121211,0.5555555555555555,0,0.3333333333333333,10,,50,random,0,0.5124822695035461
40_vowels,mean,0.8181818181818182,0.6444444444444444,0,0.6666666666666666,10,,50,random,0,0.5124822695035461
40_vowels,varweight,0.9636363636363635,0.8666666666666666,0,1.0,10,,50,random,0,0.5124822695035461
41_Waveform,borda,0.7999999999999999,0.7222222222222222,1,1.0,9,,50,random,0,0.21808669656203283
41_Waveform,mean,0.7833333333333333,0.6666666666666666,1,1.0,9,,50,random,0,0.21808669656203283
41_Waveform,varweight,0.6333333333333333,0.5,1,0.6666666666666666,9,,50,random,0,0.21808669656203283
42_WBC,borda,-0.19800873517968648,-0.21773242158072692,1,0.3333333333333333,10,,50,random,0,0.011627906976744207
42_WBC,mean,-0.19800873517968648,-0.21773242158072692,1,0.3333333333333333,10,,50,random,0,0.011627906976744207
42_WBC,varweight,-0.21166451001966485,-0.21773242158072692,1,0.3333333333333333,10,,50,random,0,0.011627906976744207
43_WDBC,borda,-0.2918143124235679,-0.2038588765750502,0,0.0,10,,50,random,0,0.04861111111111116
43_WDBC,mean,-0.3167890100792656,-0.22677868380553634,0,0.0,10,,50,random,0,0.04861111111111116
43_WDBC,varweight,-0.6788335930269976,-0.5291502622129182,0,0.0,10,,50,random,0,0.04861111111111116
44_Wilt,borda,0.7696969696969697,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.5430210406535941
44_Wilt,mean,0.8787878787878788,0.6888888888888888,0,0.6666666666666666,10,,50,random,0,0.5430210406535941
44_Wilt,varweight,0.8909090909090909,0.7333333333333333,0,0.6666666666666666,10,,50,random,0,0.5430210406535941
47_yeast,borda,0.6969696969696969,0.5111111111111111,0,0.6666666666666666,10,,50,random,0,0.12056716177595295
47_yeast,mean,0.7333333333333332,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.12056716177595295
47_yeast,varweight,0.7333333333333332,0.5555555555555555,0,0.6666666666666666,10,,50,random,0,0.12056716177595295
6_cardio,borda,0.28484848484848485,0.15555555555555553,0,0.0,10,,50,random,0,0.12462235649546827
6_cardio,mean,0.22424242424242422,0.022222222222222223,0,0.0,10,,50,random,0,0.12462235649546827
6_cardio,varweight,0.13939393939393938,0.022222222222222223,0,0.0,10,,50,random,0,0.12462235649546827
14_glass,borda,0.7333333333333332,0.6,1,0.6666666666666666,10,,50,smallest,0,0.5501355013550135
14_glass,mean,0.7333333333333332,0.6,1,0.6666666666666666,10,,50,smallest,0,0.5501355013550135
14_glass,varweight,0.7333333333333332,0.6,1,0.6666666666666666,10,,50,smallest,0,0.5501355013550135
18_Ionosphere,borda,0.6484848484848483,0.5555555555555555,0,0.6666666666666666,10,,50,smallest,0,0.21516754850088182
18_Ionosphere,mean,0.6363636363636362,0.5111111111111111,0,0.6666666666666666,10,,50,smallest,0,0.21516754850088182
18_Ionosphere,varweight,0.6363636363636362,0.5111111111111111,0,0.6666666666666666,10,,50,smallest,0,0.21516754850088182
19_landsat,borda,0.7454545454545454,0.6,1,0.6666666666666666,10,,50,smallest,0,0.4071020203630732
19_landsat,mean,0.7454545454545454,0.6,1,0.6666666666666666,10,,50,smallest,0,0.4071020203630732
19_landsat,varweight,0.7454545454545454,0.6,1,0.6666666666666666,10,,50,smallest,0,0.4071020203630732
20_letter,borda,0.5333333333333333,0.3888888888888889,1,1.0,9,,50,smallest,0,0.399
20_letter,mean,0.5,0.3888888888888889,1,1.0,9,,50,smallest,0,0.399
20_letter,varweight,0.48333333333333334,0.3333333333333333,1,1.0,9,,50,smallest,0,0.399
22_magic.gamma,borda,0.960490759014502,0.8989331499509895,1,1.0,10,,50,smallest,0,0.20104772955161232
22_magic.gamma,mean,0.8909090909090909,0.7777777777777777,0,1.0,10,,50,smallest,0,0.20104772955161232
22_magic.gamma,varweight,0.8666666666666665,0.7333333333333333,0,1.0,10,,50,smallest,0,0.20104772955161232
23_mammography,borda,-0.04255338805760452,-0.08989331499509895,0,0.0,10,,50,smallest,0,0.09106935398697413
23_mammography,mean,-0.006060606060606061,-0.022222222222222223,0,0.0,10,,50,smallest,0,0.09106935398697413
23_mammography,varweight,-0.12727272727272726,-0.1111111111111111,0,0.0,10,,50,smallest,0,0.09106935398697413
25_musk,borda,0.6788335930269976,0.4787549991450211,0,0.6666666666666666,10,,50,smallest,0,0.04961666174092949
25_musk,mean,0.7176240840571118,0.4787549991450211,0,0.6666666666666666,10,,50,smallest,0,0.04961666174092949
25_musk,varweight,0.7176240840571118,0.4787549991450211,0,0.6666666666666666,10,,50,smallest,0,0.04961666174092949
26_optdigits,borda,0.6166666666666666,0.5,1,0.6666666666666666,9,,50,smallest,0,0.4813412228796844
26_optdigits,mean,0.7,0.611111111111111,1,1.0,9,,50,smallest,0,0.4813412228796844
26_optdigits,varweight,0.7,0.611111111111111,1,1.0,9,,50,smallest,0,0.4813412228796844
27_PageBlocks,borda,0.13981827504641486,0.08989331499509895,0,0.3333333333333333,10,,50,smallest,0,0.2840909547032733
27_PageBlocks,mean,-0.006060606060606061,-0.022222222222222223,0,0.3333333333333333,10,,50,smallest,0,0.2840909547032733
27_PageBlocks,varweight,-0.07878787878787878,-0.06666666666666667,0,0.3333333333333333,10,,50,smallest,0,0.2840909547032733
28_pendigits,borda,0.8267515394048879,0.6741998624632421,0,0.6666666666666666,10,,50,smallest,0,0.09551902552647151
28_pendigits,mean,0.8181818181818182,0.6444444444444444,0,0.6666666666666666,10,,50,smallest,0,0.09551902552647151
28_pendigits,varweight,0.8303030303030302,0.6888888888888888,0,0.6666666666666666,10,,50,smallest,0,0.09551902552647151
29_Pima,borda,0.406060606060606,0.28888888888888886,0,0.6666666666666666,10,,50,smallest,0,0.11858208955223892
29_Pima,mean,0.3696969696969697,0.24444444444444444,0,0.6666666666666666,10,,50,smallest,0,0.11858208955223892
29_Pima,varweight,0.6484848484848483,0.4222222222222222,0,0.6666666666666666,10,,50,smallest,0,0.11858208955223892
30_satellite,borda,0.8060606060606059,0.6888888888888888,0,0.6666666666666666,10,,50,smallest,0,0.2993771209144489
30_satellite,mean,0.8060606060606059,0.6888888888888888,0,0.6666666666666666,10,,50,smallest,0,0.2993771209144489
30_satellite,varweight,0.8060606060606059,0.6888888888888888,0,0.6666666666666666,10,,50,smallest,0,0.2993771209144489
31_satimage-2,borda,0.9030303030303028,0.7333333333333333,0,1.0,10,,50,smallest,0,0.036396232670653395
31_satimage-2,mean,0.9030303030303028,0.7333333333333333,0,1.0,10,,50,smallest,0,0.036396232670653395
31_satimage-2,varweight,0.9030303030303028,0.7333333333333333,0,1.0,10,,50,smallest,0,0.036396232670653395
32_shuttle,borda,0.6930123197952736,0.5393598899705937,1,1.0,10,,50,smallest,0,0.02991837954340104
32_shuttle,mean,0.5878787878787878,0.4666666666666666,1,0.6666666666666666,10,,50,smallest,0,0.02991837954340104
32_shuttle,varweight,0.5878787878787878,0.4666666666666666,1,0.6666666666666666,10,,50,smallest,0,0.02991837954340104
35_SpamBase,borda,0.3939393939393939,0.28888888888888886,0,0.6666666666666666,10,,50,smallest,0,0.3140591637691359
35_SpamBase,mean,0.38181818181818183,0.24444444444444444,0,0.6666666666666666,10,,50,smallest,0,0.3140591637691359
35_SpamBase,varweight,0.4787878787878787,0.3333333333333333,0,0.6666666666666666,10,,50,smallest,0,0.3140591637691359
36_speech,borda,0.05454545454545454,0.06666666666666667,0,0.3333333333333333,10,,50,smallest,0,0.046896551724137925
36_speech,mean,0.10303030303030303,0.15555555555555553,0,0.3333333333333333,10,,50,smallest,0,0.046896551724137925
36_speech,varweight,0.19999999999999998,0.28888888888888886,0,0.6666666666666666,10,,50,smallest,0,0.046896551724137925
37_Stamps,borda,0.49090909090909085,0.28888888888888886,0,0.3333333333333333,10,,50,smallest,0,0.11134235171696139
37_Stamps,mean,0.5030303030303029,0.3333333333333333,0,0.3333333333333333,10,,50,smallest,0,0.11134235171696139
37_Stamps,varweight,0.5272727272727272,0.37777777777777777,0,0.3333333333333333,10,,50,smallest,0,0.11134235171696139
38_thyroid,borda,0.5835893219328621,0.44946657497549475,0,0.3333333333333333,10,,50,smallest,0,0.073851683029453
38_thyroid,mean,0.5636363636363636,0.4666666666666666,0,0.3333333333333333,10,,50,smallest,0,0.073851683029453
38_thyroid,varweight,0.4666666666666666,0.37777777777777777,0,0.0,10,,50,smallest,0,0.073851683029453
39_vertebral,borda,-0.19999999999999998,-0.1111111111111111,0,0.0,10,,50,smallest,0,0.20793650793650797
39_vertebral,mean,-0.19999999999999998,-0.1111111111111111,0,0.0,10,,50,smallest,0,0.20793650793650797
39_vertebral,varweight,-0.2727272727272727,-0.19999999999999998,0,0.0,10,,50,smallest,0,0.20793650793650797
40_vowels,borda,0.9151515151515152,0.7777777777777777,1,0.6666666666666666,10,,50,smallest,0,0.5124822695035461
40_vowels,mean,0.9151515151515152,0.7777777777777777,1,0.6666666666666666,10,,50,smallest,0,0.5124822695035461
40_vowels,varweight,0.9757575757575757,0.911111111111111,1,1.0,10,,50,smallest,0,0.5124822695035461
41_Waveform,borda,0.8499999999999999,0.6666666666666666,0,0.6666666666666666,9,,50,smallest,0,0.21808669656203283
41_Waveform,mean,0.7999999999999999,0.611111111111111,0,0.6666666666666666,9,,50,smallest,0,0.21808669656203283
41_Waveform,varweight,0.7,0.5555555555555556,1,0.6666666666666666,9,,50,smallest,0,0.21808669656203283
42_WBC,borda,-0.16386929807974054,-0.05443310539518173,0,0.0,10,,50,smallest,0,0.011627906976744207
42_WBC,mean,-0.16386929807974054,-0.05443310539518173,0,0.0,10,,50,smallest,0,0.011627906976744207
42_WBC,varweight,-0.11607408613981622,0.0,0,0.0,10,,50,smallest,0,0.011627906976744207
43_WDBC,borda,-0.7822749024406354,-0.6803360514166089,0,0.0,10,,50,smallest,0,0.04861111111111116
43_WDBC,mean,-0.7822749024406354,-0.6803360514166089,0,0.0,10,,50,smallest,0,0.04861111111111116
43_WDBC,varweight,-0.8598558845008637,-0.7307313144845059,0,0.0,10,,50,smallest,0,0.04861111111111116
44_Wilt,borda,0.5151515151515151,0.28888888888888886,0,0.6666666666666666,10,,50,smallest,0,0.5430210406535941
44_Wilt,mean,0.6,0.4222222222222222,0,0.6666666666666666,10,,50,smallest,0,0.5430210406535941
44_Wilt,varweight,0.6242424242424242,0.4666666666666666,1,0.6666666666666666,10,,50,smallest,0,0.5430210406535941
47_yeast,borda,0.2006088294144213,0.08989331499509895,0,0.3333333333333333,10,,50,smallest,0,0.12056716177595295
47_yeast,mean,0.3696969696969697,0.19999999999999998,0,0.6666666666666666,10,,50,smallest,0,0.12056716177595295
47_yeast,varweight,0.3696969696969697,0.19999999999999998,0,0.6666666666666666,10,,50,smallest,0,0.12056716177595295
6_cardio,borda,0.3465061598976368,0.22473328748774737,0,0.0,10,,50,smallest,0,0.12462235649546827
6_cardio,mean,0.35757575757575755,0.24444444444444444,0,0.0,10,,50,smallest,0,0.12462235649546827
6_cardio,varweight,0.38181818181818183,0.28888888888888886,0,0.0,10,,50,smallest,0,0.12462235649546827
