dataset,aggregation,spearman_rho,kendall_tau,top1_hit,top3_hit_ratio,n_detectors,note,K,selection,seed,true_spread
25_musk,varweight,0.6141827746434741,0.5291502622129182,0,0.6666666666666666,10,,30,smallest,0,0.04961666174092949
26_optdigits,borda,0.8499999999999999,0.6666666666666666,0,0.6666666666666666,9,,30,smallest,0,0.4813412228796844
26_optdigits,mean,0.8833333333333333,0.7222222222222222,0,1.0,9,,30,smallest,0,0.4813412228796844
26_optdigits,varweight,0.9333333333333332,0.8333333333333334,0,1.0,9,,30,smallest,0,0.4813412228796844
27_PageBlocks,borda,0.8303030303030302,0.6444444444444444,1,0.6666666666666666,10,,30,smallest,0,0.2840909547032733
27_PageBlocks,mean,0.7818181818181817,0.5555555555555555,1,0.6666666666666666,10,,30,smallest,0,0.2840909547032733
27_PageBlocks,varweight,0.8424242424242423,0.6888888888888888,1,0.6666666666666666,10,,30,smallest,0,0.2840909547032733
28_pendigits,borda,0.8666666666666665,0.7333333333333333,1,0.6666666666666666,10,,30,smallest,0,0.09551902552647151
28_pendigits,mean,0.8666666666666665,0.7333333333333333,1,0.6666666666666666,10,,30,smallest,0,0.09551902552647151
28_pendigits,varweight,0.9272727272727272,0.8222222222222221,1,0.6666666666666666,10,,30,smallest,0,0.09551902552647151
29_Pima,borda,0.6363636363636362,0.5111111111111111,1,0.6666666666666666,10,,30,smallest,0,0.11858208955223892
29_Pima,mean,0.8060606060606059,0.6444444444444444,1,0.6666666666666666,10,,30,smallest,0,0.11858208955223892
29_Pima,varweight,0.8060606060606059,0.6444444444444444,1,0.6666666666666666,10,,30,smallest,0,0.11858208955223892
30_satellite,borda,0.6727272727272726,0.5111111111111111,0,0.3333333333333333,10,,30,smallest,0,0.2993771209144489
30_satellite,mean,0.7333333333333332,0.6,0,0.6666666666666666,10,,30,smallest,0,0.2993771209144489
30_satellite,varweight,0.7212121212121211,0.6,0,0.6666666666666666,10,,30,smallest,0,0.2993771209144489
31_satimage-2,borda,0.8909090909090909,0.7333333333333333,1,1.0,10,,30,smallest,0,0.036396232670653395
31_satimage-2,mean,0.8909090909090909,0.7333333333333333,1,1.0,10,,30,smallest,0,0.036396232670653395
31_satimage-2,varweight,0.8909090909090909,0.7333333333333333,1,1.0,10,,30,smallest,0,0.036396232670653395
32_shuttle,borda,0.5757575757575757,0.4666666666666666,1,0.6666666666666666,10,,30,smallest,0,0.02991837954340104
32_shuttle,mean,0.6363636363636362,0.5111111111111111,1,0.6666666666666666,10,,30,smallest,0,0.02991837954340104
32_shuttle,varweight,0.6242424242424242,0.4666666666666666,0,0.6666666666666666,10,,30,smallest,0,0.02991837954340104
35_SpamBase,borda,0.34545454545454546,0.19999999999999998,0,0.6666666666666666,10,,30,smallest,0,0.3140591637691359
35_SpamBase,mean,0.406060606060606,0.24444444444444444,0,0.6666666666666666,10,,30,smallest,0,0.3140591637691359
35_SpamBase,varweight,0.34545454545454546,0.19999999999999998,0,0.6666666666666666,10,,30,smallest,0,0.3140591637691359
36_speech,borda,0.309090909090909,0.24444444444444444,0,0.3333333333333333,10,,30,smallest,0,0.046896551724137925
36_speech,mean,0.2121212121212121,0.19999999999999998,0,0.3333333333333333,10,,30,smallest,0,0.046896551724137925
36_speech,varweight,0.29696969696969694,0.19999999999999998,0,0.3333333333333333,10,,30,smallest,0,0.046896551724137925
37_Stamps,borda,0.5030303030303029,0.3333333333333333,0,0.3333333333333333,10,,30,smallest,0,0.11134235171696139
37_Stamps,mean,0.5030303030303029,0.3333333333333333,0,0.3333333333333333,10,,30,smallest,0,0.11134235171696139
37_Stamps,varweight,0.5272727272727272,0.37777777777777777,0,0.3333333333333333,10,,30,smallest,0,0.11134235171696139
38_thyroid,borda,0.5878787878787878,0.4666666666666666,0,0.3333333333333333,10,,30,smallest,0,0.073851683029453
38_thyroid,mean,0.5636363636363636,0.4666666666666666,0,0.3333333333333333,10,,30,smallest,0,0.073851683029453
38_thyroid,varweight,0.35757575757575755,0.3333333333333333,0,0.0,10,,30,smallest,0,0.073851683029453
39_vertebral,borda,-0.19999999999999998,-0.1111111111111111,0,0.0,10,,30,smallest,0,0.20793650793650797
39_vertebral,mean,-0.19999999999999998,-0.1111111111111111,0,0.0,10,,30,smallest,0,0.20793650793650797
39_vertebral,varweight,-0.2727272727272727,-0.19999999999999998,0,0.0,10,,30,smallest,0,0.20793650793650797
40_vowels,borda,0.9878787878787878,0.9555555555555554,1,1.0,10,,30,smallest,0,0.5124822695035461
40_vowels,mean,0.9878787878787878,0.9555555555555554,1,1.0,10,,30,smallest,0,0.5124822695035461
40_vowels,varweight,0.9878787878787878,0.9555555555555554,1,1.0,10,,30,smallest,0,0.5124822695035461
41_Waveform,borda,0.6694619270045785,0.5352643613280604,1,0.6666666666666666,9,,30,smallest,0,0.21808669656203283
41_Waveform,mean,0.5666666666666667,0.4444444444444444,1,0.6666666666666666,9,,30,smallest,0,0.21808669656203283
41_Waveform,varweight,0.6666666666666667,0.5555555555555556,1,0.6666666666666666,9,,30,smallest,0,0.21808669656203283
42_WBC,borda,-0.16386929807974054,-0.05443310539518173,0,0.0,10,,30,smallest,0,0.011627906976744207
42_WBC,mean,-0.16386929807974054,-0.05443310539518173,0,0.0,10,,30,smallest,0,0.011627906976744207
42_WBC,varweight,-0.16386929807974054,-0.05443310539518173,0,0.0,10,,30,smallest,0,0.011627906976744207
43_WDBC,borda,-0.7846562622944825,-0.6880237084407944,0,0.0,10,,30,smallest,0,0.04861111111111116
43_WDBC,mean,-0.8598558845008637,-0.7307313144845059,0,0.0,10,,30,smallest,0,0.04861111111111116
43_WDBC,varweight,-0.8598558845008637,-0.7307313144845059,0,0.0,10,,30,smallest,0,0.04861111111111116
44_Wilt,borda,0.7818181818181817,0.6444444444444444,0,1.0,10,,30,smallest,0,0.5430210406535941
44_Wilt,mean,0.7696969696969697,0.6,0,1.0,10,,30,smallest,0,0.5430210406535941
44_Wilt,varweight,0.7575757575757575,0.6,0,1.0,10,,30,smallest,0,0.5430210406535941
47_yeast,borda,0.2727272727272727,0.19999999999999998,0,0.3333333333333333,10,,30,smallest,0,0.12056716177595295
47_yeast,mean,0.2121212121212121,0.06666666666666667,0,0.6666666666666666,10,,30,smallest,0,0.12056716177595295
47_yeast,varweight,0.13939393939393938,0.022222222222222223,0,0.6666666666666666,10,,30,smallest,0,0.12056716177595295
6_cardio,borda,0.22424242424242422,0.06666666666666667,0,0.0,10,,30,smallest,0,0.12462235649546827
6_cardio,mean,0.22424242424242422,0.06666666666666667,0,0.0,10,,30,smallest,0,0.12462235649546827
6_cardio,varweight,0.309090909090909,0.19999999999999998,0,0.0,10,,30,smallest,0,0.12462235649546827
14_glass,borda,0.0790277206784084,0.08989331499509895,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.5501355013550135
14_glass,mean,0.05454545454545454,0.1111111111111111,0,0.3333333333333333,10,,50,composite_top_quartile,0,0.5501355013550135
