modality,seed,dataset,regret,top1_agree,rank_margin,inter_regime_rho,rand_regret,best_is_local
nlp,1,20news_0,0.0,0.8333333333333334,0.16924427893110872,0.8622222222222223,0.12782587782587784,True
nlp,1,20news_1,0.0,0.6666666666666666,0.13152116298559458,0.792222222222222,0.04326731752673185,True
nlp,1,20news_2,0.0,0.8333333333333334,0.12189506131088446,0.7322222222222222,0.04570081116770419,True
nlp,1,20news_3,0.041595441595441485,0.6666666666666666,0.125,0.631111111111111,0.0396327951883505,True
nlp,1,20news_4,0.0,0.6666666666666666,0.11916766796297795,0.6899999999999998,0.03936852066933372,True
nlp,1,20news_5,0.0,0.8333333333333334,0.15447606334371577,0.792222222222222,0.024903869262196676,True
nlp,1,agnews_0,0.0,0.6666666666666666,0.10830403226797736,0.64,0.13127602339181277,True
nlp,1,agnews_1,0.0,0.6666666666666666,0.1173771935432415,0.7388888888888888,0.20677824561403513,True
nlp,1,agnews_2,0.0,0.6666666666666666,0.1610731718977243,0.4255555555555555,0.11643076023391796,True
nlp,1,agnews_3,0.0,0.6666666666666666,0.2001083149673485,0.28111111111111114,0.1512342690058479,True
nlp,1,amazon,0.009348421052631561,0.6666666666666666,0.04384043999099618,0.4133333333333334,0.034903040935672536,True
nlp,1,imdb,0.0,0.6666666666666666,0.1027034546982184,0.5977777777777777,0.018219415204678402,True
nlp,1,yelp,0.0038863157894737377,0.5,0.06285105648109734,0.8733333333333332,0.059028654970760264,True
nlp,2,20news_0,0.0,0.6666666666666666,0.15257449382623733,0.41777777777777775,0.1336665979523124,True
nlp,2,20news_1,0.0,0.6666666666666666,0.13554557604143302,0.4222222222222222,0.058977219897721866,True
nlp,2,20news_2,0.0,0.8333333333333334,0.150366675345324,0.7977777777777779,0.05447651386530855,True
nlp,2,20news_3,0.05555555555555569,0.6666666666666666,0.13393674269155809,0.818888888888889,0.0545742323520102,True
nlp,2,20news_4,0.0,1.0,0.12499999999999978,0.8933333333333332,0.05247558824794596,True
nlp,2,20news_5,0.0388428262436914,0.8333333333333334,0.14339350894970926,0.8211111111111112,0.05798385804694384,True
nlp,2,agnews_0,0.0,0.8333333333333334,0.07773686394783463,0.6633333333333333,0.12014877192982454,True
nlp,2,agnews_1,0.0,0.6666666666666666,0.07361548877926682,0.22444444444444442,0.21524385964912274,True
nlp,2,agnews_2,0.0,0.8333333333333334,0.14339150593604044,0.4188888888888889,0.11099134502923969,True
nlp,2,agnews_3,0.0,0.6666666666666666,0.0991969854169591,0.5855555555555555,0.14768666666666663,True
nlp,2,amazon,0.0201315789473685,0.6666666666666666,0.04471650739093025,0.3688888888888889,0.03300619883040945,True
nlp,2,imdb,0.006721052631579072,0.6666666666666666,0.04603793444478854,0.6544444444444445,0.01814619883040941,False
nlp,2,yelp,0.0,0.5,0.09393927093623589,0.6288888888888889,0.06116608187134487,True
nlp,3,20news_0,0.0,0.6666666666666666,0.1636908559233784,0.8566666666666666,0.14387681479518222,True
nlp,3,20news_1,0.0,0.6666666666666666,0.12260032503127394,0.8144444444444444,0.0874012087401208,True
nlp,3,20news_2,0.0,0.6666666666666666,0.16991632050640793,0.6544444444444445,0.05315034899075649,True
nlp,3,20news_3,0.017378917378917502,1.0,0.1835568847409268,0.7577777777777777,0.03434631212409012,False
nlp,3,20news_4,0.02144792876500201,0.6666666666666666,0.16983027007230123,0.7433333333333333,0.03271820019787497,False
nlp,3,20news_5,0.006759192501802236,0.6666666666666666,0.07779022050615403,0.8033333333333332,0.028724064728029908,False
nlp,3,agnews_0,0.0,0.6666666666666666,0.0785471825842905,0.45222222222222236,0.11168467836257301,True
nlp,3,agnews_1,0.0,0.6666666666666666,0.05622876319381376,0.538888888888889,0.2101360233918127,True
nlp,3,agnews_2,0.0,0.6666666666666666,0.08947766538412738,0.5622222222222223,0.11893169590643271,True
nlp,3,agnews_3,0.0,0.8333333333333334,0.09825550237199632,0.6355555555555554,0.16721146198830394,True
nlp,3,amazon,0.021926315789473794,0.6666666666666666,0.09659228625825689,0.8033333333333333,0.03523754385964917,True
nlp,3,imdb,0.0,0.6666666666666666,0.05107962038082681,0.43666666666666665,0.030852163742690064,True
nlp,3,yelp,0.0,0.6666666666666666,0.10918763525937958,0.5722222222222223,0.07544467836257296,True
nlp,4,20news_0,0.0,0.6666666666666666,0.14569595869097063,0.4688888888888888,0.1208857280285851,True
nlp,4,20news_1,0.0,0.6666666666666666,0.11863723279574379,0.7877777777777778,0.03998140399814043,True
nlp,4,20news_2,0.0,1.0,0.14119617244013194,0.8955555555555554,0.04153555932842867,True
nlp,4,20news_3,0.035327635327635276,0.6666666666666666,0.12122627898487248,0.808888888888889,0.044349477682811056,True
nlp,4,20news_4,0.012891986062717908,0.6666666666666666,0.13040475879615843,0.8322222222222221,0.042233406461048784,True
nlp,4,20news_5,0.022936193222782952,0.8333333333333334,0.11900289851333246,0.75,0.04408495553953373,True
nlp,4,agnews_0,0.0,0.6666666666666666,0.09562736570355634,0.1999999999999999,0.12911415204678378,True
nlp,4,agnews_1,0.0,0.5,0.066226345539524,0.5744444444444443,0.21880584795321645,True
nlp,4,agnews_2,0.0,0.8333333333333334,0.14162548779497386,0.73,0.12061309941520482,True
nlp,4,agnews_3,0.0,0.6666666666666666,0.0715922280466239,0.4444444444444444,0.15097941520467828,True
nlp,4,amazon,0.023382105263157982,0.8333333333333334,0.11432425144333269,0.8155555555555556,0.04804888888888892,True
nlp,4,imdb,0.0,0.6666666666666666,0.13164389541975674,0.31555555555555553,0.029462690058479457,True
nlp,4,yelp,0.002342105263158034,0.5,0.08928218548656175,0.5455555555555556,0.06324081871345033,True
ts,0,ts_amplitude,0.0,0.5,0.1203379910929071,0.38999999999999996,0.0020283975659229903,True
ts,0,ts_freq_shift,0.0026634382566586012,1.0,0.14761912778126107,0.8166666666666668,0.013559322033898313,False
ts,0,ts_mixed,0.0,0.6666666666666666,0.08145566139632643,0.5422222222222222,0.007965411624084817,True
ts,0,ts_point_spikes_0,0.0,0.5,0.03099342686095008,0.405873015873016,0.012650475923852156,True
ts,0,ts_point_spikes_1,0.0,0.3333333333333333,0.017000317026344303,0.5307936507936508,0.027354426619132566,True
ts,0,ts_point_spikes_2,0.0,0.16666666666666666,0.07803217471373203,0.441111111111111,0.04614405510631925,False
ts,0,ts_point_spikes_3,0.0,0.6666666666666666,0.0070654861931266355,0.35444444444444445,0.043926846100759254,True
ts,0,ts_subseq_0,0.010622562861368867,0.6666666666666666,0.19339184265933096,0.5922222222222222,0.005193626462283163,False
ts,0,ts_subseq_1,0.004049844236760136,0.3333333333333333,0.05918843673526952,0.4977777777777778,0.010397196261682229,False
ts,0,ts_trend,0.0030602636534839966,0.6666666666666666,0.15913442171997805,0.67,0.03235509520820268,True
ts,1,ts_amplitude,0.0,0.5,0.1794661321925064,0.5188888888888888,0.0007606490872210658,True
ts,1,ts_freq_shift,0.001210653753026647,0.8333333333333334,0.07268360638543236,0.7555555555555556,0.01216707021791763,False
ts,1,ts_mixed,0.0,0.6666666666666666,0.0895295438804069,0.4488888888888889,0.008040116539668296,True
ts,1,ts_point_spikes_0,0.0,0.5,0.019018877066507178,0.5217460317460317,0.013840285554311271,True
ts,1,ts_point_spikes_1,0.0,0.6666666666666666,0.02700601426078042,0.5119047619047621,0.02294266191325023,True
ts,1,ts_point_spikes_2,0.0,0.3333333333333333,0.11600610613586804,0.52,0.0519064465408805,True
ts,1,ts_point_spikes_3,0.0,0.6666666666666666,0.02343668400221599,0.35714285714285715,0.04864849321371045,True
ts,1,ts_subseq_0,0.010891488503428803,0.6666666666666666,0.13099939681193584,0.5644444444444444,0.007076105956702827,False
ts,1,ts_subseq_1,0.005503634475597208,0.3333333333333333,0.02867329492012005,0.4988888888888888,0.008917445482866104,False
ts,1,ts_trend,0.007062146892655385,0.8333333333333334,0.2987548402559904,0.5785714285714286,0.03386467581382835,True
ts,2,ts_amplitude,0.0,0.6666666666666666,0.14847320665925745,0.5096825396825397,0.0011590843233845183,True
ts,2,ts_freq_shift,0.001210653753026647,0.8333333333333334,0.1244818745072307,0.7788888888888889,0.013498789346247042,False
ts,2,ts_mixed,0.0,0.6666666666666666,0.03961285169425843,0.43888888888888883,0.00963693411026445,True
ts,2,ts_point_spikes_0,0.0,0.5,0.05376613076528758,0.3677777777777777,0.009678451447768355,False
ts,2,ts_point_spikes_1,0.0,0.3333333333333333,0.12384837871693954,0.41000000000000003,0.03163568457686117,False
ts,2,ts_point_spikes_2,0.0,0.6666666666666666,0.009320949741816964,0.48777777777777775,0.042158018867924474,True
ts,2,ts_point_spikes_3,0.0,0.3333333333333333,0.0701390403108596,0.3622222222222222,0.045462387853692277,True
ts,2,ts_subseq_0,0.011429339787548787,0.6666666666666666,0.11172986067242585,0.7155555555555555,0.007328223746134177,False
ts,2,ts_subseq_1,0.009968847352024968,0.6666666666666666,0.031285457137324446,0.36666666666666664,0.010267393561786076,False
ts,2,ts_trend,0.0,0.8333333333333334,0.23530445378811293,0.4522222222222222,0.034898775894538714,True
ts,3,ts_amplitude,0.0,0.6666666666666666,0.10286576172559592,0.53,0.0029299075952220477,True
ts,3,ts_freq_shift,0.00024213075060541822,1.0,0.12499999999999989,0.8777777777777778,0.013861985472155003,False
ts,3,ts_mixed,0.0,0.6666666666666666,0.07056469803249299,0.4222222222222222,0.009057971014492683,True
ts,3,ts_point_spikes_0,0.0,0.6666666666666666,0.040102292806636575,0.5022222222222222,0.015217565189569626,False
ts,3,ts_point_spikes_1,0.0,0.5,0.028433000476077774,0.27666666666666667,0.02405674390968504,True
ts,3,ts_point_spikes_2,0.0,0.3333333333333333,0.03394304400453607,0.48063492063492064,0.039581877474959115,True
ts,3,ts_point_spikes_3,0.0,0.16666666666666666,0.036685822967803206,0.391111111111111,0.04791235334713606,True
ts,3,ts_subseq_0,0.002958182062659631,0.5,0.009216727556310866,0.45555555555555555,0.0071937609251042645,False
ts,3,ts_subseq_1,0.004465212876427982,0.16666666666666666,0.03361854798991648,0.34444444444444444,0.010163551401869197,False
ts,3,ts_trend,0.005178907721280712,0.8333333333333334,0.09629137431047319,0.7966666666666666,0.04243173258003774,True
ts,4,ts_amplitude,0.0,0.3333333333333333,0.0859502971287347,0.4104761904761905,0.0006882063170094987,True
ts,4,ts_freq_shift,0.0004842615012106144,0.8333333333333334,0.11109141163137792,0.8788888888888889,0.019915254237288127,False
ts,4,ts_mixed,0.0,0.6666666666666666,0.08880474978456765,0.5066666666666666,0.011289780367548241,True
ts,4,ts_point_spikes_0,0.0,0.16666666666666666,0.020681974214618037,0.38888888888888895,0.011556900895856703,True
ts,4,ts_point_spikes_1,0.0,0.0,0.09744485380847923,0.44253968253968257,0.024844028520499162,True
ts,4,ts_point_spikes_2,0.0,0.3333333333333333,0.023458867402043504,0.5022222222222222,0.04954140461215939,True
ts,4,ts_point_spikes_3,0.0,0.6666666666666666,0.06718094204884839,0.3899999999999999,0.04986197377501733,True
ts,4,ts_subseq_0,0.008067769261799085,0.8333333333333334,0.16947048275461218,0.6579365079365082,0.0036902574216006734,True
ts,4,ts_subseq_1,0.00830737279335414,0.5,0.009130229944225299,0.1522222222222222,0.008168916580131635,False
ts,4,ts_trend,0.0,0.6666666666666666,0.14395070309527314,0.48999999999999994,0.04634533898305093,True
dami,0,Annthyroid,0.09234523941358375,0.6666666666666666,0.045234952885902624,0.6611111111111111,0.12842946190903026,False
dami,0,Cardiotocography,0.0,0.6666666666666666,0.07443402883056183,0.7355555555555555,0.042703049811418925,True
dami,0,InternetAds,0.0830120584239129,0.5,0.1911684580405162,0.7266666666666667,0.17340589145531415,True
dami,0,PageBlocks,0.0039215686274508554,0.8333333333333334,0.12359654444005175,0.707777777777778,0.039724669578965366,False
dami,0,Pima,0.07574626865671641,1.0,0.17477635075818232,0.7088888888888889,0.06383913764510785,True
dami,0,Stamps,0.03537981269510926,1.0,0.1445656439526608,0.9455555555555555,0.019135160134119422,False
dami,0,WBC,0.0,0.6666666666666666,0.10125502105291617,0.7277777777777779,0.007235142118863114,True
dami,0,WDBC,0.04999999999999993,1.0,0.125,0.922222222222222,0.03456790123456788,False
dami,0,Waveform,0.046816143497757756,0.3333333333333333,0.2018151905737091,0.15,0.05364391297126725,True
dami,0,Wilt,0.0,1.0,0.125,0.8466666666666666,0.11777992763413048,True
dami,1,Annthyroid,0.0871886828348567,0.8333333333333334,0.07322239983941414,0.5755555555555554,0.098139582282319,False
dami,1,Cardiotocography,0.0036090518923136417,0.6666666666666666,0.08217831232127626,0.7344444444444442,0.046204805566393614,True
dami,1,InternetAds,0.10028872282608692,0.6666666666666666,0.1861022401942023,0.6833333333333333,0.20175969957729467,True
dami,1,PageBlocks,0.0057820057398598745,1.0,0.125,0.81,0.03407556813240464,False
dami,1,Pima,0.061679104477611935,0.6666666666666666,0.10874005308706336,0.7955555555555555,0.05112769485903812,True
dami,1,Stamps,0.031217481789802326,1.0,0.12499999999999978,0.9822222222222219,0.030003468609087647,False
dami,1,WBC,1.1102230246251565e-16,0.6666666666666666,0.1086767151832354,0.6922222222222222,0.012661498708010366,False
dami,1,WDBC,0.06666666666666665,0.6666666666666666,0.12499999999999989,0.6677777777777777,0.033796296296296435,False
dami,1,Waveform,0.0,0.6666666666666666,0.21539739722393592,0.3722222222222222,0.060783922936389456,True
dami,1,Wilt,0.0,1.0,0.1250000000000001,0.9255555555555554,0.10949185256531369,True
dami,2,Annthyroid,0.09861559517623453,1.0,0.12499999999999978,0.5355555555555556,0.10241368115481142,False
dami,2,Cardiotocography,0.0,0.5,0.060299764552923074,0.7122222222222222,0.04779473923787225,True
dami,2,InternetAds,0.10257302989130446,0.5,0.1056036679162431,0.7288888888888889,0.21393606582125613,True
dami,2,PageBlocks,0.013422441648102357,0.6666666666666666,0.1154960675615695,0.6077777777777776,0.043363259098703755,False
dami,2,Pima,0.06701492537313436,0.8333333333333334,0.1375395544831668,0.8,0.05875207296849094,False
dami,2,Stamps,0.006243496357960399,1.0,0.125,0.918888888888889,0.017978957104867632,False
dami,2,WBC,0.0023255813953488857,0.3333333333333333,0.055974760542690016,0.25333333333333335,0.007235142118863003,False
dami,2,WDBC,0.07500000000000007,0.6666666666666666,0.024938319371323292,0.9200000000000002,0.03703703703703709,False
dami,2,Waveform,0.0,1.0,0.13412738289267478,0.76,0.062061119415379395,True
dami,2,Wilt,0.0,1.0,0.125,0.9011111111111111,0.12262491778220058,True
dami,3,Annthyroid,0.10292668660005178,0.6666666666666666,0.01979437120019001,0.6888888888888889,0.10906397960345893,False
dami,3,Cardiotocography,0.01348679932370922,0.8333333333333334,0.16653006099145895,0.7699999999999999,0.061294544153986386,False
dami,3,InternetAds,0.08012907608695641,0.6666666666666666,0.19248369006408028,0.7322222222222222,0.17190991092995178,True
dami,3,PageBlocks,0.016462961847994007,0.8333333333333334,0.11397767707885487,0.5622222222222223,0.03368153812190178,False
dami,3,Pima,0.05186567164179112,0.8333333333333334,0.14468329214951403,0.8155555555555555,0.0638308457711444,True
dami,3,Stamps,0.031217481789802104,0.6666666666666666,0.05580561990463839,0.9144444444444443,0.027228581338883173,False
dami,3,WBC,0.0046511627906976605,0.3333333333333333,0.013334468518312104,0.841111111111111,0.01744186046511631,False
dami,3,WDBC,0.09444444444444455,0.6666666666666666,0.01963061713842018,0.8777777777777778,0.037808641975308754,False
dami,3,Waveform,0.0,0.8333333333333334,0.163682288544569,0.8277777777777778,0.06262414881248957,True
dami,3,Wilt,0.0,1.0,0.12500000000000022,0.8844444444444443,0.10898682573709528,True
dami,4,Annthyroid,0.09774244476436289,0.8333333333333334,0.062329191630529523,0.6866666666666668,0.1314103201172908,False
dami,4,Cardiotocography,0.059422551697229875,0.8333333333333334,0.10375881448197699,0.8744444444444442,0.08880543633762517,False
dami,4,InternetAds,0.10004670516304359,0.3333333333333333,0.13872232820619224,0.6866666666666668,0.1920228525060388,True
dami,4,PageBlocks,0.01696269091055036,1.0,0.12499999999999989,0.7755555555555554,0.03430714717366545,False
dami,4,Pima,0.028246268656716422,0.8333333333333334,0.16065430907998524,0.781111111111111,0.048942786069651745,True
dami,4,Stamps,0.03798126951092606,0.6666666666666666,0.12500000000000022,0.9044444444444443,0.021505376344086002,True
dami,4,WBC,0.046511627906976716,0.3333333333333333,0.023577593721815227,0.7522222222222222,0.007751937984496138,False
dami,4,WDBC,0.09027777777777779,0.6666666666666666,0.04237066179955096,0.8877777777777776,0.03750000000000009,False
dami,4,Waveform,0.002062780269058151,0.8333333333333334,0.13282479643860512,0.6333333333333333,0.06433482810164415,True
dami,4,Wilt,0.0,1.0,0.12500000000000022,0.8699999999999999,0.09725969080898528,True
